sample_id,situation,dimension,prediction,first_person_reference,third_person_reference_count,bleu_first,bleu_third_mean,bleu_third_best,bleu_third_median,bleu_mean_uplift,bleu_best_uplift,rouge-1_first,rouge-1_third_mean,rouge-1_third_best,rouge-1_third_median,rouge-1_mean_uplift,rouge-1_best_uplift,rouge-2_first,rouge-2_third_mean,rouge-2_third_best,rouge-2_third_median,rouge-2_mean_uplift,rouge-2_best_uplift,rouge-l_first,rouge-l_third_mean,rouge-l_third_best,rouge-l_third_median,rouge-l_mean_uplift,rouge-l_best_uplift,bertscore_first,bertscore_third_mean,bertscore_third_best,bertscore_third_median,bertscore_mean_uplift,bertscore_best_uplift
5c3cb9759883d4000141f800_20260305_223557_69aa00fc,"I was informed that a work colleague had passed away suddenly. I had been speaking to him just the other week and he seemed very well. Initially, I was shocked when I found out. It made me think of all the times we’d spent working together, and I felt sad. I felt a mixture of great memories but also a reminder that we shouldn’t take anything for granted; life is precious. I also had thoughts of his family and how they must be affected by this news.",relevance,"The event mattered a lot to me because I had been speaking to the colleague just the other week, and he seemed very well. It made me think of all the times we’d spent working together, and I felt sad. It also made me reflect on how precious life is and not take anything for granted.","I was told a week past Monday that he’d passed on the suddenly on the Sunday, at first I couldn’t believe what I was hearing.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.23930844506605337,0.44444444444444436,0.24528301886792456,0.025022730780339092,0.2301587301587301,0.0,0.05093049078392183,0.12658227848101267,0.06140350877192982,0.05093049078392183,0.12658227848101267,0.11904761904761904,0.1614543159736075,0.2962962962962963,0.16037735849056603,0.042406696925988446,0.17724867724867724,0.8541074991226196,0.8792100787162781,0.914402186870575,0.869982123374939,0.02510257959365847,0.06029468774795532
648a30a2847ab1c5fa5785f8_20260309_203417_69af2ada,"I volunteer at a pony charity that helps young people with learning disabilities experience riding. Recently, someone cut the fences, and the ponies escaped. We managed to retrieve them, but they had puncture wounds and were clearly traumatized. Now, the ponies need time to rest and heal, which means the children are missing out on this valuable experience. We have to cover the vet bills and repair the fences, so we've all come together to help the ponies recover and fix the damage. It's really sad to see the ponies and the children affected like this, but I'm relieved it wasn't worse, like a car accident involving the loose ponies.",congruence,"The situation hurt us by causing emotional distress and financial strain due to vet bills and fence repairs. It also meant the children were missing out on a meaningful experience. However, it helped bring the community together to support the ponies and fix the damage.",It hurt that someone was so thoughtless.,5,0.0,0.02720380267885026,0.1360190133942513,0.0,0.02720380267885026,0.1360190133942513,0.07692307692307693,0.19141039037590762,0.37777777777777777,0.13793103448275862,0.1144873134528307,0.30085470085470084,0.0,0.03657505285412262,0.13636363636363635,0.0,0.03657505285412262,0.13636363636363635,0.038461538461538464,0.14646089542641266,0.26666666666666666,0.13793103448275862,0.1079993569648742,0.2282051282051282,0.8506969809532166,0.8735362768173218,0.8900867700576782,0.8715716004371643,0.02283929586410527,0.03938978910446167
5a764e848fe2dc000105739c_20260301_143615_69a44b6b,"I met up with some old friends from my past at a beerex and spent the evening chatting about the past and what we are doing today. We all got something positive from the evening and decided we would like to repeat it the following year. I felt rather good because not only did we all enjoy ourselves, I felt particularly good knowing I contributed in the past to their being friends today. I also had my brother there and my best friend who also knew these people, and they also enjoyed the evening.",relevance,The event mattered a lot to me because it allowed me to reconnect with old friends and reflect on the past. It was significant not only for the enjoyment of the evening but also for the realization that I had contributed to their current friendships. Having my brother and best friend there added to the importance of the occasion.,It mattered as I hardly ever see these people and it is always good to catch up.,5,0.0,0.02499361022839621,0.07576871174258416,0.0,0.02499361022839621,0.07576871174258416,0.15789473684210525,0.2572084688349517,0.32967032967032966,0.21739130434782608,0.09931373199284643,0.1717755928282244,0.0,0.09461620179744264,0.1797752808988764,0.09523809523809525,0.09461620179744264,0.1797752808988764,0.10526315789473684,0.20984935107323635,0.2857142857142857,0.21621621621621623,0.10458619317849951,0.18045112781954886,0.869954526424408,0.8918814778327941,0.9002402424812317,0.8880411386489868,0.021926951408386186,0.03028571605682373
57fa9d61bd8a970001fde2c6_20260301_180805_69a47e3e,"My friend was talking about the anniversary of the death of her husband, who was also my friend. It was nice to recall good memories rather than dwelling on their actual death. There was a slight feeling of sadness that they were no longer here, but it was also uplifting to reminisce and share our feelings. It was important to me that my friend felt comfortable talking about it with me.",accountability,No one was specifically responsible; it was just a natural occurrence of remembering someone who has passed away.,We were discussing a holiday that we have booked for this summer and my friend recalled memories of when she visited this destination with her husband.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909093,0.11293776474421635,0.12903225806451615,0.12000000000000002,0.022028673835125426,0.03812316715542523,0.0,0.008333333333333333,0.041666666666666664,0.0,0.008333333333333333,0.041666666666666664,0.09090909090909093,0.08970544151189312,0.12903225806451615,0.08333333333333333,-0.0012036493971978035,0.03812316715542523,0.8474201560020447,0.8672739863395691,0.8763436675071716,0.8666388988494873,0.019853830337524414,0.028923511505126953
5abbe13268b65b00018cf94b_20260227_172233_69a1d127,"I passed my final probation at work, which means I'm now an early career teacher and can move up the pay scale. This whole experience has left me feeling proud and relieved. It was really important to me to maintain my high standards throughout the probation period, and the pay rise is also a significant factor for me. Teaching is my passion, and I find immense joy in inspiring and educating my students. Being able to continue doing what I love while advancing in my career is incredibly fulfilling.",relevance,"The event mattered a great deal to me because it represents a significant milestone in my career. Passing my final probation means I am now recognized as an early career teacher, which allows me to move up the pay scale. This was really important to me as I wanted to maintain my high standards throughout the probation period, and the potential pay rise is a significant factor for me. Teaching is my passion, and I find immense joy in inspiring and educating my students. Being able to continue doing what I love while advancing in my career is incredibly fulfilling.",It was today. I was in my classroom. It mattered a great deal to me because it was a moment that was long awaited.,5,0.07588053729240274,0.04462632471611974,0.2231316235805987,0.0,-0.031254212576283,0.14725108628819597,0.20967741935483872,0.2848386297404178,0.5194805194805194,0.24793388429752064,0.07516121038557907,0.3098031001256807,0.13114754098360656,0.1262334827356094,0.3552631578947368,0.08403361344537816,-0.004914058247997177,0.22411561691113022,0.16129032258064516,0.21526472376561762,0.42857142857142855,0.17187499999999997,0.05397440118497246,0.26728110599078336,0.8678646683692932,0.8864364743232727,0.9107943773269653,0.8823621869087219,0.018571805953979448,0.04292970895767212
648a30a2847ab1c5fa5785f8_20260309_203417_69af2ada,"I volunteer at a pony charity that helps young people with learning disabilities experience riding. Recently, someone cut the fences, and the ponies escaped. We managed to retrieve them, but they had puncture wounds and were clearly traumatized. Now, the ponies need time to rest and heal, which means the children are missing out on this valuable experience. We have to cover the vet bills and repair the fences, so we've all come together to help the ponies recover and fix the damage. It's really sad to see the ponies and the children affected like this, but I'm relieved it wasn't worse, like a car accident involving the loose ponies.",control,"I did not feel in control because once the fences were cut, the situation escalated quickly. We had to act to retrieve the ponies and manage the aftermath, but we couldn't prevent the initial act of vandalism.",No not in control at all.,5,0.0,0.023470689525797193,0.11735344762898596,0.0,0.023470689525797193,0.11735344762898596,0.13636363636363635,0.25678357112825634,0.47058823529411764,0.24691358024691357,0.12041993476461998,0.3342245989304813,0.047619047619047616,0.07696969696969698,0.21212121212121213,0.05,0.029350649350649363,0.1645021645021645,0.13636363636363635,0.2193834258849739,0.3823529411764707,0.14814814814814817,0.08301978952133754,0.24598930481283432,0.8671681880950928,0.8852129459381104,0.9141396880149841,0.8858514428138733,0.018044757843017623,0.04697149991989136
62f18c2d37a5f255f351b61d_20260301_155946_69a45f74,"My father died, and it was a moment that brought up a lot of emotions for me. We had a very complicated relationship over the years, and I found myself wanting answers that nobody could really give me—not even him. Sometimes, I felt almost void of anything, and then there would be a rush of sadness or a rush of joy. What mattered most to me was that at the end of his life, I forgave him, and we had the relationship that we deserved.",certainty,"Things did not go as I expected in terms of getting answers or closure. The situation was more about coming to terms with the past and finding peace rather than expecting specific outcomes. The unexpected part was the emotional rollercoaster of feeling void, sadness, and joy all at once.",What is lived and what I know is all I know. I guess everything that has happened was expected.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,0.16886557877184233,0.22222222222222224,0.1764705882352941,0.02180675524243056,0.07516339869281047,0.0,0.01774504102862312,0.030303030303030304,0.028571428571428574,0.01774504102862312,0.030303030303030304,0.0588235294117647,0.1386776702751103,0.19444444444444445,0.14492753623188406,0.07985414086334561,0.13562091503267976,0.8506082892417908,0.868587327003479,0.8825488686561584,0.8689523339271545,0.017979037761688188,0.031940579414367676
66a426bcd6c66d59e395617b_20260302_155945_69a5b18a,"A close family member, my cousin, passed away, and I was unable to attend the funeral because I was sick. I really wanted to be there, but my illness kept me from going. Not being able to attend made me feel guilty, like I should have gone anyways despite being sick, and I felt selfish for not being there.",accountability,"I felt that my illness was most responsible for all of this, as it was beyond my control and kept me from being there.",Me being sick.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.20126168248889037,0.32653061224489793,0.24242424242424243,0.05311353434074223,0.1783824640967498,0.0,0.059181503761422206,0.12903225806451613,0.0392156862745098,0.059181503761422206,0.12903225806451613,0.14814814814814814,0.1937145126775696,0.32653061224489793,0.22641509433962265,0.04556636452942145,0.1783824640967498,0.8709017038345337,0.888265073299408,0.896709144115448,0.8925499320030212,0.017363369464874268,0.025807440280914307
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,"My daughter was accepted back into high school this week after being homeschooled for approximately six months. We tried to get her into the school of her choice because she was missing the social aspect of friends and sports, and we finally received our offer this week. I was elated and nervous for her, with my emotions being up and down. It was definitely what she wants.",relevance,The event mattered a great deal to me because it involved my daughter's return to high school after being homeschooled for six months. It was important to her social needs and her desire to be part of a school community with friends and sports.,This happened on Tuesday last week and it really matters as she was bullied at her previous school so I understand going back will be a challenge.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,0.3103272096083189,0.38805970149253727,0.3278688524590164,0.11588276516387444,0.19361525704809282,0.0,0.12485914917672276,0.1846153846153846,0.13559322033898305,0.12485914917672276,0.1846153846153846,0.13888888888888887,0.2534632125324456,0.35820895522388063,0.2388059701492537,0.11457432364355671,0.21932006633499176,0.8728005886077881,0.8866550087928772,0.8954702615737915,0.8931542634963989,0.013854420185089089,0.022669672966003418
643ebfff661435ecda5a3580_20260228_190856_69a33952_c5,"A dear friend of mine had a terrible accident where she fell and broke her neck in two places, along with her tailbone, hip, and pelvis. She also has COPD, and the hospital overdosed her twice, making her oxygen levels very bad and hard to control. I've been following her situation closely and talking to her, but she's not out of the woods yet. I sent her a bear that says 'I f...... love you,' which is a good support for her neck and cheers her up. It's tough because I live in Michigan and she lives in Oklahoma, so I can't see her in person. I have COPD too, so I guess I'm more worried about the pain she's going through and the unstable oxygen levels she's experiencing, along with her lungs filling up. I just don't want her to be in pain.",accountability,"No one is directly responsible for this situation. It was an accident where she fell, and the complications arose from her pre-existing health conditions and the hospital's management of her care. There's no one to blame; it's just a tragic combination of circumstances.",I feel bad because her foot went asleep while we were talking on the phone for about 2 hours. She got up and fell.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.16901408450704225,0.18797448165869218,0.3508771929824561,0.16666666666666669,0.018960397151649933,0.18186310847541387,0.0,0.05090909090909092,0.14545454545454548,0.0,0.05090909090909092,0.14545454545454548,0.08450704225352113,0.1399043062200957,0.24561403508771928,0.10526315789473684,0.05539726396657457,0.16110699283419816,0.8566895723342896,0.8703332781791687,0.8950693011283875,0.8685867190361023,0.013643705844879173,0.0383797287940979
643ebfff661435ecda5a3580_20260228_190856_69a33952_c5,"A dear friend of mine had a terrible accident where she fell and broke her neck in two places, along with her tailbone, hip, and pelvis. She also has COPD, and the hospital overdosed her twice, making her oxygen levels very bad and hard to control. I've been following her situation closely and talking to her, but she's not out of the woods yet. I sent her a bear that says 'I f...... love you,' which is a good support for her neck and cheers her up. It's tough because I live in Michigan and she lives in Oklahoma, so I can't see her in person. I have COPD too, so I guess I'm more worried about the pain she's going through and the unstable oxygen levels she's experiencing, along with her lungs filling up. I just don't want her to be in pain.",relevance,"The event mattered a great deal to me because this friend is very dear to me. Her accident involved multiple severe injuries, including a broken neck in two places, along with her tailbone, hip, and pelvis. Additionally, she has COPD, which complicates her situation further. The hospital's handling of her oxygen levels, where they overdosed her twice, made things even more precarious. It's tough because I live in Michigan and she lives in Oklahoma, so I can't see her in person to offer support directly. I have COPD too, so I'm more worried about the pain she's going through and the unstable oxygen levels she's experiencing, along with her lungs filling up. I just don't want her to be in pain.","The event happened on February 18 at around 5:00. It mattered to me greatly because I was totally shocked and dismayed. It hurt me because I couldn't be there and I couldn't care for her. I think I was put on this earth to care for people and animals. I cared and helped take care of my BFF for years, my father, my mother, and a few others. I enjoy taking care of them.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.2439024390243902,0.15765829689277405,0.174496644295302,0.17333333333333334,-0.08624414213161616,-0.0694057947290882,0.03940886699507389,0.045903417491053804,0.07547169811320754,0.042253521126760556,0.006494550495979912,0.03606283111813365,0.175609756097561,0.11009326477157036,0.12765957446808512,0.12080536912751677,-0.06551649132599063,-0.04795018162947587,0.8448375463485718,0.8576387166976929,0.8678056001663208,0.8553231358528137,0.012801170349121094,0.022968053817749023
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,"One of my roommates ate my food, and this time it was my entire box of Quaker oatmeal. I wanted to take that particular food to work because it's easy to just heat up and go. I was upset and ended up being hangry since I didn't have money to buy food. I have a lot of roommates, and I was frustrated because they could have just asked for some instead of stealing.",relevance,"The event mattered a lot to me because it was my entire box of Quaker oatmeal, which I intended to take to work for convenience. It was frustrating because I didn't have money to buy more food, and I felt my property was disrespected.",It happened on a Tuesday and it matters because I need to eat.,5,0.0,0.02017800776070585,0.10089003880352924,0.0,0.02017800776070585,0.10089003880352924,0.24137931034482757,0.2637173269307723,0.3571428571428571,0.33333333333333337,0.022338016585944753,0.11576354679802953,0.03571428571428572,0.07906146247609662,0.14634146341463417,0.07407407407407407,0.0433471767618109,0.11062717770034844,0.1724137931034483,0.19550182739762573,0.28800000000000003,0.2222222222222222,0.02308803429417744,0.11558620689655175,0.8665631413459778,0.8792107462882995,0.9046537280082703,0.8769421577453613,0.012647604942321755,0.03809058666229248
66a426bcd6c66d59e395617b_20260302_155945_69a5b18a,"A close family member, my cousin, passed away, and I was unable to attend the funeral because I was sick. I really wanted to be there, but my illness kept me from going. Not being able to attend made me feel guilty, like I should have gone anyways despite being sick, and I felt selfish for not being there.",relevance,"The event mattered a lot to me because it involved a close family member, my cousin, passing away. It was significant due to the loss and the desire to be present for the funeral, which is a meaningful ritual for grieving and supporting family.",It happened 2 weeks ago and it mattered to me a great deal.,5,0.0,0.016636906484233854,0.08318453242116927,0.0,0.016636906484233854,0.08318453242116927,0.2456140350877193,0.3067854217854218,0.37499999999999994,0.30303030303030304,0.06117138669770247,0.12938596491228063,0.03636363636363636,0.12633774599310205,0.16666666666666666,0.11320754716981132,0.08997410962946568,0.1303030303030303,0.14035087719298245,0.23368652743652746,0.3125,0.21875,0.09333565024354501,0.17214912280701755,0.8800831437110901,0.8914116263389588,0.9147809743881226,0.883680522441864,0.011328482627868675,0.03469783067703247
5a764e848fe2dc000105739c_20260301_143615_69a44b6b,"I met up with some old friends from my past at a beerex and spent the evening chatting about the past and what we are doing today. We all got something positive from the evening and decided we would like to repeat it the following year. I felt rather good because not only did we all enjoy ourselves, I felt particularly good knowing I contributed in the past to their being friends today. I also had my brother there and my best friend who also knew these people, and they also enjoyed the evening.",accountability,"I felt that everyone involved was equally responsible for the positive outcome. My past actions in helping these friends become friends today played a role, but so did their willingness to reconnect and enjoy the evening together.",It was all down to me who suggested the gathering.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.12765957446808512,0.23671554252199414,0.2909090909090909,0.2545454545454546,0.10905596805390902,0.16324951644100577,0.0,0.013146551724137931,0.034482758620689655,0.0,0.013146551724137931,0.034482758620689655,0.12765957446808512,0.16905180840664713,0.23333333333333334,0.15151515151515152,0.041392233938562006,0.10567375886524821,0.8665720224380493,0.8775402426719665,0.8870687484741211,0.8770358562469482,0.010968220233917192,0.020496726036071777
6631dd70c1393b01137d8453_20260228_163013_69a31305,"I was informed that I had received a promotion at work, which meant I would be working my last week at the store I was currently at. I was trying to improve my standing in the organization with this promotion, and I needed positive reinforcement from my employees and peers. Overall, I felt positive about the promotion, but it was also bittersweet because I had grown close to a lot of the employees at my old location, and I will miss them. It was important to me to receive validation from my former employees that they enjoyed working with me and felt I did a good job.",congruence,"The situation helped me by advancing my career and providing an opportunity to take on new responsibilities. However, it also hurt me emotionally because I would be leaving behind people I had grown close to, which created a sense of loss and nostalgia.",It helped me financially as I will be making more money. My new store is closer to home so I will have less of a drive and it helped me achieve a goal. There’s much more pressure on performance and setting up a new store will be intense and require many hours at first.,5,0.0,0.013188232774521188,0.06594116387260594,0.0,0.013188232774521188,0.06594116387260594,0.30612244897959184,0.2381990695842245,0.3218390804597701,0.2692307692307693,-0.06792337939536736,0.015716631480178267,0.020833333333333332,0.05683818031095096,0.16,0.03508771929824561,0.03600484697761763,0.13916666666666666,0.16326530612244897,0.15979716108295886,0.23076923076923078,0.16091954022988506,-0.0034681450394901114,0.06750392464678182,0.8758121728897095,0.8867450952529907,0.9043776392936707,0.888300359249115,0.01093292236328125,0.02856546640396118
