sample_id,dimension,annotator_id,third_person_reference,bleu,rouge-1,rouge-2,rouge-l,bertscore
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,relevance,631755de69157e27c295a340,This really mattered to me as I should be informed by doctors with this specific update as it's very important; the call should have been made no matter what.,0.0,0.14285714285714282,0.04166666666666666,0.14285714285714282,0.862939715385437
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,relevance,63e53d570132a56f38a678ee,"It was very upsetting. Not just because of waiting for the news, but because the issue is timely.",0.0,0.1627906976744186,0.0,0.11627906976744186,0.8631635308265686
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,relevance,672bb2f4838ef2ebdebe51c2,This event is of utmost importance to me because the person in question is my father and it will be emotionally draining for me as a person. I would try my best to be with him to the very end and remind him that he is a warrior and will always be my hero.,0.0,0.3278688524590164,0.03333333333333333,0.19672131147540983,0.864787220954895
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,relevance,67e0870d582edce0a2764d1f,This matters to me because it relates to my dad's health and the future of our family. It also matters a lot because it is time sensitive.,0.0,0.37499999999999994,0.1276595744680851,0.25,0.8844243288040161
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,5cd9cdd636e33f00194cb6d6,It hurt me so much because these are people we’re supposed to trust and they didn’t have the urgency to want to call us despite it being as serious as cancer.,0.0,0.1956521739130435,0.022222222222222223,0.15217391304347827,0.8624381422996521
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,631755de69157e27c295a340,It was important as I should know about my dad's updated results as it's a serious matter; this situation hurt me emotionally.,0.05929222120016816,0.21686746987951805,0.12345679012345678,0.14457831325301204,0.878955602645874
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,63e53d570132a56f38a678ee,It hurt me because I am loosing time.,0.0,0.14925373134328357,0.06153846153846154,0.11940298507462686,0.8707758784294128
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,672bb2f4838ef2ebdebe51c2,"It will hurt me in the sense that I feel what he is going through and on the other side, it will also prepare my mind that anything can happen to anybody at anytime.",0.0,0.3225806451612903,0.02197802197802198,0.19354838709677422,0.8673917055130005
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,congruence,67e0870d582edce0a2764d1f,The situation hurt me because I did not receive any communication about the way forward. All I know is that the results are not good and that's it. I am now more anxious and more confused and I only wish the call comes through.,0.060256638605265506,0.3461538461538462,0.0784313725490196,0.21153846153846156,0.884082019329071
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,5cd9cdd636e33f00194cb6d6,The cancer is out of our control but the doctor had the responsibility to phone us and talk to us about the results so they are responsible for not doing this.,0.0,0.4545454545454545,0.125,0.1818181818181818,0.9032127857208252
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,631755de69157e27c295a340,I feel the doctor was most responsible for not calling me.,0.13980013456664697,0.34782608695652173,0.22727272727272727,0.34782608695652173,0.9261812567710876
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,63e53d570132a56f38a678ee,The doctor.,0.0,0.1081081081081081,0.05714285714285715,0.1081081081081081,0.8817723393440247
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,672bb2f4838ef2ebdebe51c2,I can not really apportion blames here as no one is really at fault.,0.0,0.04081632653061224,0.0,0.04081632653061224,0.861471951007843
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,accountability,67e0870d582edce0a2764d1f,"No one is responsible for the health situation, but the failure of the doctor to make the call as agreed sort of creates responsibility over my anxiety.",0.0,0.41935483870967744,0.06666666666666667,0.1935483870967742,0.8845589756965637
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,5cd9cdd636e33f00194cb6d6,"No, as we are not medical professionals so I was waiting on the doctor to call us so they are in total control over this.",0.0,0.2857142857142857,0.0,0.12987012987012989,0.8591027855873108
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,631755de69157e27c295a340,"No, as I was told to wait for a call so I can't do much else.",0.0,0.2898550724637681,0.0,0.14492753623188406,0.8566329479217529
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,63e53d570132a56f38a678ee,Not at all. I was waiting for someone to respond.,0.0,0.16129032258064518,0.03333333333333333,0.16129032258064518,0.8477726578712463
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,672bb2f4838ef2ebdebe51c2,I did not feel in control at all.,0.08966592262979808,0.23333333333333334,0.1724137931034483,0.23333333333333334,0.8940916061401367
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,control,67e0870d582edce0a2764d1f,I was not in any control because there was nothing I could do until the call comes. The doctor has all power in this situation.,0.0,0.4155844155844156,0.10666666666666666,0.25974025974025977,0.891252338886261
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,5cd9cdd636e33f00194cb6d6,Things went unexpectedly as the phone call never came,0.0,0.2028985507246377,0.08955223880597016,0.1739130434782609,0.8824751973152161
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,631755de69157e27c295a340,"No, it didn't go as expected as there was no call update for a serious update about my dad's cancer.",0.0,0.1951219512195122,0.05,0.14634146341463417,0.8857914805412292
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,63e53d570132a56f38a678ee,No. I expected to have the information to help make a more informed decision.,0.0,0.18918918918918917,0.027777777777777776,0.13513513513513514,0.8610397577285767
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,672bb2f4838ef2ebdebe51c2,It did not go as expected but I am expected to be with him to the very end.,0.04873146370092589,0.282051282051282,0.07894736842105263,0.23076923076923075,0.878853976726532
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,certainty,67e0870d582edce0a2764d1f,"I expected some good news, or at the very least timely communication about the way forward, but I got none.",0.0,0.15,0.02564102564102564,0.125,0.8699325919151306
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,relevance,5ee18255395f8655ae190e48,"It did a lot because I wouldn't mind if someone asked, I could prepare myself rather than worrying at the last minute.",0.0,0.23529411764705882,0.060606060606060615,0.1764705882352941,0.862218976020813
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,relevance,5f96cb0772cd93035c5914fb,This really annoyed me.,0.0,0.04081632653061225,0.0,0.04081632653061225,0.868638813495636
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,relevance,66613916abcfcbe01b57b32a,It mattered a lot to me because it was my only food I had for work and they just had no respect for that at all and just disregarded who actually bought the food and just ate it all. I am feeling very upset and it made my day worse and also I feel disrespected by my roommate and now I cannot trust to leave food out in the kitchen and such I would be wanting to hide it now.,0.10089003880352924,0.35200000000000004,0.14634146341463417,0.28800000000000003,0.8836000561714172
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,relevance,6996589ef8807b43043aef11,"It mattered a lot because I ended up not having any food! It was just for one meal, but still. It caused me a lot of discomfort.",0.0,0.33333333333333337,0.1142857142857143,0.2222222222222222,0.8769421577453613
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,relevance,699a33aafbd53b2aec59393f,It mattered to me a lot because my food was stolen.,0.0,0.3571428571428571,0.07407407407407407,0.25,0.9046537280082703
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,congruence,5ee18255395f8655ae190e48,"It annoyed me rather, nothing helped here!",0.0,0.09302325581395349,0.0,0.09302325581395349,0.8484976291656494
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,congruence,5f96cb0772cd93035c5914fb,It caused me to have distrust in my roommates.,0.0,0.22222222222222227,0.04651162790697674,0.17777777777777776,0.8919706344604492
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,congruence,66613916abcfcbe01b57b32a,It hurt me because they just showed me that they don't care if I bought it and they just take it as its in the apartment so I can just eat it implying that they thought it was just for them to eat all of it till there was nomore left.,0.0,0.27272727272727276,0.023255813953488372,0.1590909090909091,0.8465052247047424
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,congruence,6996589ef8807b43043aef11,"It only helped me see that my roommates are opportunistic jerks and that I need to be more careful. It hurt because I thought I could trust them, I thought that I had breakfast planned out and didn't need to worry about it and then ended up with nothing, and it hurt financially because the breakfast I paid for ended up going to someone else.",0.0,0.23529411764705885,0.0,0.13725490196078433,0.8652297854423523
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,congruence,699a33aafbd53b2aec59393f,It didn't help me at all. In fact I am very angry and frustrated for what my roommate has done to me. I have no money to buy any food.,0.0,0.3582089552238806,0.0,0.11940298507462685,0.8805918097496033
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,accountability,5ee18255395f8655ae190e48,the roommate,0.0,0.07142857142857144,0.0,0.07142857142857144,0.8677826523780823
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,accountability,5f96cb0772cd93035c5914fb,My roommates were responsible.,0.0,0.13333333333333336,0.0,0.13333333333333336,0.8951131701469421
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,accountability,66613916abcfcbe01b57b32a,I feel as it I and the roommate are both responsible. Me for leaving it out in the open where they could just visibly see it and my roommate for not asking first before just eating something that they did not buy.,0.0,0.20588235294117643,0.030303030303030304,0.17647058823529413,0.8779013752937317
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,accountability,6996589ef8807b43043aef11,"My roommate! I guess I could just hide all my food in my room and not leave anything in the kitchen, but that's not really fair. They should know to just NOT eat food they didn't buy.",0.0,0.2461538461538462,0.06349206349206349,0.1846153846153846,0.8709995150566101
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,accountability,699a33aafbd53b2aec59393f,My roommate. Planning and making a meal for myself knowing that I will need it and someone just stole it is very annoying.,0.0,0.16326530612244897,0.0425531914893617,0.16326530612244897,0.8783174753189087
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,control,5ee18255395f8655ae190e48,No I did not because the roommate decided to do whatever they wanted to,0.0,0.23529411764705885,0.0,0.1568627450980392,0.869495689868927
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,control,5f96cb0772cd93035c5914fb,No I didn't feel in control because my property was stolen.,0.0,0.326530612244898,0.0,0.20408163265306126,0.9041515588760376
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,control,66613916abcfcbe01b57b32a,No I do not because it had already been done and I feel like it was just to late.,0.0,0.3214285714285714,0.037037037037037035,0.25,0.8677656054496765
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,control,6996589ef8807b43043aef11,"Not at all. I just walked out and saw the food missing- I didn't feel like I could do ANYTHING in that situation, especially with no money to buy something else.",0.0,0.34782608695652173,0.0,0.17391304347826086,0.8862643241882324
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,control,699a33aafbd53b2aec59393f,I am in control,0.0,0.14634146341463414,0.0,0.0975609756097561,0.8630266189575195
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,certainty,5ee18255395f8655ae190e48,"of course not, are you able to access what just happened?!1",0.0,0.12244897959183675,0.0,0.12244897959183675,0.8328624367713928
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,certainty,5f96cb0772cd93035c5914fb,I was shocked my roommates would do that.,0.0,0.13333333333333333,0.0,0.13333333333333333,0.8728302121162415
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,certainty,66613916abcfcbe01b57b32a,It was unexpected because I was just assuming that any food they didn't buy they would ask if they could have some,0.0,0.2,0.06896551724137931,0.16666666666666666,0.8612747192382812
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,certainty,6996589ef8807b43043aef11,I expected them to leave my stuff alone! I don't touch their food. The audacity of stealing from someone you live with just absolutely astounded me.,0.0,0.25,0.03225806451612904,0.1875,0.864836573600769
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,certainty,699a33aafbd53b2aec59393f,No if I have I would have kept it safe,0.0,0.12765957446808512,0.0,0.12765957446808512,0.8361842632293701
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,relevance,5aae8ddfe1546900019af8d2,It mattered quite a bit because it affects my daughter's future and her current happiness.,0.0,0.3278688524590164,0.13559322033898305,0.2950819672131148,0.8945483565330505
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,relevance,5e8f53644b34ff22d9b3a1c5,It matters a fairly good deal. My daughter's happiness is important to me.,0.0,0.3050847457627119,0.14035087719298245,0.23728813559322035,0.8763426542282104
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,relevance,69829bc1224b28f0538900d5,It matters to me because we want our daughter to have friends and be able to interact with others her own age.,0.0,0.35820895522388063,0.0923076923076923,0.2388059701492537,0.8931542634963989
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,relevance,69b2eaab584f6399e281f2ca,It matter a moderate amount. I am interested in my daughter's happiness.,0.0,0.1724137931034483,0.07142857142857144,0.13793103448275862,0.8737595081329346
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,relevance,69baf7ee465dd9034455e2ab,This mattered a lot because it's my daughter's well-being. School is an important part of a child's life.,0.0,0.38805970149253727,0.1846153846153846,0.35820895522388063,0.8954702615737915
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,congruence,5aae8ddfe1546900019af8d2,"It helps me, because I no longer have to homeschool and my daughter will be happier.",0.0,0.16949152542372883,0.03508771929824561,0.06779661016949153,0.8810017108917236
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,congruence,5e8f53644b34ff22d9b3a1c5,"It didn't really do either, it just made me happy that it made her happy.",0.0,0.10169491525423728,0.0,0.10169491525423728,0.8486330509185791
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,congruence,69829bc1224b28f0538900d5,It helps because having our daughter socialize will help with her mental health issues.,0.0,0.14035087719298245,0.03636363636363636,0.10526315789473685,0.8830035924911499
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,congruence,69b2eaab584f6399e281f2ca,It helped me to know that my daughter is getting what she wants.,0.0,0.21428571428571427,0.037037037037037035,0.14285714285714285,0.8836577534675598
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,congruence,69baf7ee465dd9034455e2ab,This helped me if it helped her. I want the best for her.,0.0,0.21428571428571427,0.037037037037037035,0.17857142857142855,0.8672163486480713
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,accountability,5aae8ddfe1546900019af8d2,"It was shared responsibility - the school helped, I helped, she drove the initial choice to re-apply.",0.0,0.12000000000000001,0.041666666666666664,0.12000000000000001,0.8840252757072449
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,accountability,5e8f53644b34ff22d9b3a1c5,"I think she earned what she got, at least to a certain extent.",0.0,0.08695652173913043,0.0,0.08695652173913043,0.8584530353546143
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,accountability,69829bc1224b28f0538900d5,I think we are all responsible for getting her back into school. It is a process that is finally showing some results.,0.0,0.21818181818181817,0.03773584905660377,0.14545454545454545,0.8924760818481445
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,accountability,69b2eaab584f6399e281f2ca,Me and my family was responsible for this.,0.0,0.24390243902439024,0.10256410256410256,0.1951219512195122,0.8750394582748413
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,accountability,69baf7ee465dd9034455e2ab,"I feel as though I'm responsible for whether she's homeschooled or not, but I don't control what her school life is like when she's there.",0.0,0.1935483870967742,0.03333333333333333,0.12903225806451615,0.8652957081794739
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,control,5aae8ddfe1546900019af8d2,"A little bit - we could control how we applied, but ultimately the decision was not ours.",0.0,0.1923076923076923,0.0,0.15384615384615383,0.8784218430519104
