sample_id,situation,dimension,bleu,rouge_1_f1,rouge_2_f1,rouge_l_f1,bertscore_f1,below_threshold,gold_appraisal,predicted_appraisal
665c738a0fa99b0a682780f2_20260305_225050_69aa0631,"My 20-year-old cat broke her tooth and has been in a lot of pain while we wait for our veterinarian appointment. I really needed her not to be in pain and to start eating and drinking again. I've had to force feed her for the last two days. It feels like I'm the one with a broken tooth because I love my cat so much, and it hurts me when she's in pain. It's all I can think about. On top of that, my wife hasn't been supportive and suggested putting the cat down instead of fixing its tooth. I've known this cat longer than I've known my wife.",accountability,0.0,0.14634146341463414,0.024999999999999998,0.0975609756097561,0.8576602935791016,True,There was no one directly responsible for her breaking her tooth; she's just old and probably jumped down from something and broke it.,"I feel that the situation is most responsible for all of this, as it's an unfortunate accident that has put my cat in pain. However, my wife's suggestion to put the cat down instead of fixing its tooth has added to the emotional conflict, making me feel unsupported in my efforts to care for my pet."
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,"My dad has prostate cancer and recently had his yearly blood test. The results came back, and unfortunately, his condition had worsened. He was supposed to receive a phone call from his doctor on a specific day to discuss the results, but the call never came. I was really worried about what would happen next and was hoping for some clarity and communication from the doctor regarding my dad's condition. The situation left me feeling annoyed and still worrying, which could have been avoided if the doctor had called as planned. Since it's cancer, time is always crucial. The quicker they act, the better the chances of it being able to be helped.",congruence,0.0,0.1518987341772152,0.0,0.10126582278481014,0.8627848029136658,True,It hurt that they hadn't even bothered to let him know that they wouldn't be keeping the appointment.,The situation hurt me by increasing my worry and anxiety about my dad's health. It also made me feel helpless because I couldn't get the information I needed to understand what would happen next. The lack of clarity and communication from the doctor obstructed my ability to prepare or take any action that might help my dad.
5abbe13268b65b00018cf94b_20260227_172233_69a1d127,"I passed my final probation at work, which means I'm now an early career teacher and can move up the pay scale. This whole experience has left me feeling proud and relieved. It was really important to me to maintain my high standards throughout the probation period, and the pay rise is also a significant factor for me. Teaching is my passion, and I find immense joy in inspiring and educating my students. Being able to continue doing what I love while advancing in my career is incredibly fulfilling.",control,0.0,0.10169491525423728,0.0,0.10169491525423728,0.8630884289741516,True,"I did, however external observations made me doubt the outcome occasionally.","I felt a good degree of control because I could manage my preparation, lesson planning, and interactions with students. While I couldn't control external factors, I was in control of my performance and the quality of my teaching, which were the key factors in passing my probation."
60e25008f1ecf0be303353bb_20260228_165505_69a31c2f,My first son moved out of the house and into his own place. I'm really excited for him because it's a great opportunity for growth. I'm feeling proud of him. I also need to make sure his mom and my other son are okay with the change and adapt well.,certainty,0.0,0.10256410256410256,0.0,0.10256410256410256,0.89775151014328,True,"Yes, it went very good and all of us, including him, are adapting well.","Things went as expected. My son moving out was a planned step in his life, and while there were some adjustments, everything is proceeding smoothly."
60e25008f1ecf0be303353bb_20260228_165505_69a31c2f,My first son moved out of the house and into his own place. I'm really excited for him because it's a great opportunity for growth. I'm feeling proud of him. I also need to make sure his mom and my other son are okay with the change and adapt well.,control,0.0,0.20689655172413793,0.03571428571428571,0.10344827586206896,0.8817465901374817,True,"No too much, he is old enough to make this decision himself, but he did consistently look for guidance which felt good.","I feel partially in control because I can offer support and guidance, but ultimately, my son is making his own decisions about his life. I need to trust that he is capable of handling this transition."
673d2104b265ff9ce425c9c4_20260226_162143_69a0713f,"This was when my sister got engaged to her long-distance friend. I really wanted her to be happy getting married to her friend and not feel like she was marrying a stranger. I felt emotional about the whole thing because I've been encouraging her and advising her to stay hopeful. She had been feeling like she was getting old and worried about not being able to get married, so this engagement was a big change for her.",congruence,0.0,0.12987012987012986,0.026666666666666665,0.10389610389610389,0.8628368973731995,True,It helped me because she is happy so I am happy too for her.,"The situation helped my sister by giving her hope and a chance to marry someone she cares about, even if they are long-distance. It alleviated some of her worries about not being able to get married and provided her with a sense of purpose and happiness. It also helped me by allowing me to continue encouraging and advising her to stay hopeful."
5a764e848fe2dc000105739c_20260301_143615_69a44b6b,"I met up with some old friends from my past at a beerex and spent the evening chatting about the past and what we are doing today. We all got something positive from the evening and decided we would like to repeat it the following year. I felt rather good because not only did we all enjoy ourselves, I felt particularly good knowing I contributed in the past to their being friends today. I also had my brother there and my best friend who also knew these people, and they also enjoyed the evening.",relevance,0.0,0.15789473684210525,0.0,0.10526315789473684,0.869954526424408,True,It mattered as I hardly ever see these people and it is always good to catch up.,The event mattered a lot to me because it allowed me to reconnect with old friends and reflect on the past. It was significant not only for the enjoyment of the evening but also for the realization that I had contributed to their current friendships. Having my brother and best friend there added to the importance of the occasion.
5f57be602095072bb238a7ab_20260227_120824_69a1845a_c3,"It was my late mum's first birthday since she passed away last October, and it was especially hard for my dad. I supported him by going to her mum and dad's grave to tidy up, and I spent time with him since it was also Valentine's Day. It was emotionally sad but also positive. I wanted to let my dad know that I'm still here for him because I used to be a carer for her alongside him, being at the house every day with carers coming in and out. I think dad feels lonely in the house now, and I needed to make sure he was okay and knew that I'm here if he needed me or just wanted to talk about mum, which he did. I felt nostalgic and sad, a mixture really. When I left, I felt drained but happy to know that we are a close family and support each other through life. I'm not one for standing at a grave to grieve, but dad wanted to. We looked through photos, talked about mum, and I let him know I haven't forgotten. It's good to talk about sad things and good memories.",congruence,0.0,0.19512195121951217,0.012345679012345678,0.10975609756097562,0.850783109664917,True,"I have already told you, good memories, bad memories, talking things through and moving on and making sure dad is okay as I will have to look out for him also in the future. I want to know for my peace of mind how he copes and what he may want in the future regarding care, etc. Putting things in place now makes it easier to deal with.","The situation helped me by allowing me to support my dad during a difficult time. It hurt me because it brought up feelings of nostalgia and sadness, but it also helped me feel connected to my family and my late mum. It was a mixture of emotions, but ultimately, it reinforced the importance of being there for each other. It helped me feel that I'm fulfilling my role as a supportive family member, and it hurt me in the sense that it reminded me of the loss and the loneliness my dad might be feeling."
6169ea2f9163a46bf5f356e2_20260306_150738_69aaeab5,"I saw some photos of my children when they were younger—babies—and it made me feel sad that I won't get that time again. Back then, my amazing father was ill and later passed away, so I didn't appreciate those moments properly. I wanted to go back in time and feel like I did before everything became sad. Seeing those photos left me feeling sad for the loss of my father and guilty for not valuing the time with him and my children when they were younger. I didn't know what was going to happen, but it still doesn't stop me from feeling guilty and annoyed with myself for not immersing myself more in memory making. It's a lesson that I need to live more in the moment and take time to appreciate all of the good things I have going on, even though I know deep down I will never feel the same way again and will always have a deep sadness for my father.",control,0.0,0.19780219780219777,0.0449438202247191,0.10989010989010987,0.8683467507362366,True,"No not really, because it brought a lot of emotions out and I don't always deal well with my feelings.","I don't feel in control of the past or the emotions it brings up. I can't change what happened or go back in time, but I do feel some control over how I respond to these feelings now. I can choose to learn from this experience and focus on living more mindfully in the present, even though the sadness and guilt will always be there to some extent."
63f77bdf07da8d9275eee1e4_20260301_213834_69a4b0cd,"My wife and I have this little tradition where we buy scratch-off tickets from the gas station each week just for fun. This time, we both won; she got $15 and I got $10, which was awesome. Even though it wasn't a huge amount, it felt great to finally win. The whole experience made us feel good and was really positive. We were just trying to have fun and enjoy some time together, and winning money was a nice bonus. It made me feel like a winner, and spending that time with my wife was really cool.",control,0.0,0.2692307692307692,0.039999999999999994,0.11538461538461538,0.8903220295906067,True,"Yes and no. We knew we were going to buy the tickets, but we couldn't control whether we won.","I didn't feel in control because scratch-off tickets are based on chance. However, I was in control of the decision to buy them and enjoy the experience with my wife."
69932ccc26c39ba9a7a39642_20260220_185530_6998ab77,"My cousin was diagnosed with cancer, and this really made me sad. I'm not happy with the situation, and I feel like I need help figuring out what to do, if there's anything I can do to help him. It's important to me to make sure my cousin lives.",accountability,0.0,0.15384615384615385,0.04,0.11538461538461538,0.860647439956665,True,I don't know who was responsible for it; I can't guess.,"No one is specifically responsible for this; cancer is a disease that can happen to anyone, and it is not the fault of anyone, including my cousin. It is a matter of bad luck and the randomness of illness."
615567110b3d6e418c6add32_20260308_143932_69ad81da,"Last week, I had a disagreement with a friend about a small issue. At first, it made me feel upset and stressed, but later we talked and understood each other better. I really wanted to solve the problem and understand each other. In the end, the situation improved and we felt okay again. I felt better and more relieved after we talked and understood each other.",accountability,0.0,0.17647058823529413,0.0,0.11764705882352941,0.8934791088104248,True,I think it happened because of a misunderstanding between us.,"Both of us were somewhat responsible, as misunderstandings often involve both parties. However, I felt that open communication was key to resolving the issue."
63cedafa29d08471b828a96a_20260220_193701_6998b4d4,"A group of men came to stay in our village from London, and they were trying to break into cars and houses, which was really intimidating for the residents. This was very scary because things like this don't usually happen around here. I needed to go to the shop, but I knew they were hanging around there, so I decided to go without and stayed at home instead. I also stayed up late, feeling scared in case they tried to break into my home. Living on my own, I felt scared and lonely. This whole situation made me realize I need to make plans, just in case scary things like this ever happen again.",certainty,0.0,0.1764705882352941,0.0,0.11764705882352941,0.8704681396484375,True,"The men got arrested and were not allowed back into the village, so this went well.","Things did not go as I expected. I didn't anticipate that a group of men would come to our village and start breaking into cars and houses. It was unexpected and alarming, and I had to change my plans, like not going to the shop and staying up late feeling scared."
63e51be37501e0245d559a51_20260301_163127_69a46903,"I went to my future baby's scan, hoping that everything would be great healthwise. I felt happy because everything is going smoothly. It was important to me that my partner felt fine emotionally too.",accountability,0.0,0.11764705882352941,0.0,0.11764705882352941,0.8551381826400757,True,My partner as she is holding the baby but then also myself for contributing to her wellbeing and helping her feel comfortable.,No one was particularly responsible; it was just a matter of things going as they should. The healthcare professionals played a role in ensuring everything was checked and confirmed.
