sample_id,situation,included,exclusion_reason,emotion_correct,emotion_label_f1,joint_labels_exact,positive_labels_exact,negative_labels_exact,positive_labels_f1,negative_labels_f1,appraisal_dimensions_evaluated,appraisal_coverage,appraisal_reasoning_bleu,appraisal_reasoning_rouge_1,appraisal_reasoning_rouge_2,appraisal_reasoning_rouge_l,appraisal_reasoning_bertscore,low_appraisal_score,gold_positive_labels,predicted_positive_labels,gold_negative_labels,predicted_negative_labels
5a5a6ed7f6c517000195029e_20260301_174848_69a47840,"My horse suddenly developed lameness, and I was really worried about what he had done. I needed to know what was wrong with him and how to make it better. The situation left me feeling sad and scared. I just needed him to get better.",True,,True,0.6666666666666666,False,True,False,1.0,0.6666666666666666,5,1.0,0.02587885678627728,0.3171167339127289,0.13726369045612646,0.22692392296897929,0.8915727138519287,True,[],[],"[""Despair, hopelessness, sorrow"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]","[""Panicked, alarmed, freaked out"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5a764e848fe2dc000105739c_20260301_143615_69a44b6b,"I met up with some old friends from my past at a beerex and spent the evening chatting about the past and what we are doing today. We all got something positive from the evening and decided we would like to repeat it the following year. I felt rather good because not only did we all enjoy ourselves, I felt particularly good knowing I contributed in the past to their being friends today. I also had my brother there and my best friend who also knew these people, and they also enjoyed the evening.",True,,True,0.7692307692307693,False,False,True,0.7692307692307693,1.0,5,1.0,0.0,0.2003746193777876,0.020000000000000004,0.1334915673454297,0.8745151996612549,True,"[""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Proud, confident, determined""]","[""Amused, entertained"", ""Calm, peaceful, relaxed"", ""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust"", ""Proud, confident, determined""]",[],[]
5a8367b9190420000155ec2a_20260301_201036_69a49ba2,"I was awarded a promotion that I had put a lot of effort into achieving. I had been unsure whether I would get the promotion, so I was trying to secure it by impressing my boss and senior management. When I finally got the promotion, it left me feeling shocked, surprised, proud, and grateful. It reassured me that I was capable of achieving something which I previously had doubts about.",True,,True,0.9090909090909091,False,True,False,1.0,0.0,5,1.0,0.05948334368047903,0.4405006964979594,0.1204821991268618,0.31045469894393696,0.8968124508857727,True,"[""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Proud, confident, determined""]","[""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Proud, confident, determined""]","[""Worried, nervous, fearful""]",[]
5a9dac22f053610001721635_20260308_165256_69ada61f,"I work with children who have Special Educational Needs and Disabilities (SEND), and this week was particularly draining because I was very tired due to lack of sleep. I was trying to get the kids to focus, but I was struggling myself because of how exhausted I felt. The whole situation was stressful, and I really wanted to leave work, but I knew they would be short-staffed if I did.",True,,False,0.25,False,True,False,1.0,0.25,5,1.0,0.05012407188158137,0.28454971695250236,0.1534333235989265,0.23157620883617303,0.8913703799247742,True,[],[],"[""Ashamed, humiliated, embarrassed"", ""Sad, downhearted, unhappy""]","[""Angry, frustrated, annoyed"", ""Despair, hopelessness, sorrow"", ""Guilty, blameworthy, repentant"", ""Panicked, alarmed, freaked out"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5aa04de4dbdb470001ef1dd5_20260220_224347_6998e1c7,"This week has been really tough for me. A close family member suddenly became seriously ill and was taken into the hospital, even though they were okay just a few days before. I was trying to get to them as quickly as I could, but I was working away from home, which made it difficult. Not being able to reach them as fast as I wanted left me feeling really upset. On top of that, it was important for me to get back to help their children during this time.",True,,False,0.5,False,True,False,1.0,0.5,5,1.0,0.04489298089524781,0.2314873203173511,0.08800415081286753,0.18331414307661947,0.8864527344703674,True,[],[],"[""Worried, nervous, fearful""]","[""Panicked, alarmed, freaked out"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5abbe13268b65b00018cf94b_20260227_172233_69a1d127,"I passed my final probation at work, which means I'm now an early career teacher and can move up the pay scale. This whole experience has left me feeling proud and relieved. It was really important to me to maintain my high standards throughout the probation period, and the pay rise is also a significant factor for me. Teaching is my passion, and I find immense joy in inspiring and educating my students. Being able to continue doing what I love while advancing in my career is incredibly fulfilling.",True,,True,0.8571428571428571,False,False,True,0.8571428571428571,1.0,5,1.0,0.026500448625233052,0.20243226178848853,0.07522213718935031,0.15172817709858538,0.8773610353469848,True,"[""Calm, peaceful, relaxed"", ""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Inspiration, admiration, appreciation"", ""Proud, confident, determined""]","[""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Inspiration, admiration, appreciation"", ""Love, closeness, trust"", ""Proud, confident, determined""]",[],[]
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,"My daughter was accepted back into high school this week after being homeschooled for approximately six months. We tried to get her into the school of her choice because she was missing the social aspect of friends and sports, and we finally received our offer this week. I was elated and nervous for her, with my emotions being up and down. It was definitely what she wants.",True,,True,0.8333333333333333,False,False,True,0.8,1.0,5,1.0,0.0,0.1474902665468703,0.009302325581395347,0.1069991015274034,0.8659278392791748,True,"[""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Proud, confident, determined""]","[""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust"", ""Proud, confident, determined""]","[""Worried, nervous, fearful""]","[""Worried, nervous, fearful""]"
5b9ca13a06114100010699b8_20260221_211806_699a1e71,"I went to the doctor with my daughter because she's struggling to eat a variety of food. I was hoping the doctor would give us some advice or refer us to a specialist for eating disorders, so we could get some expert help. Instead, the doctor told her she needed to try harder and said if she didn't, she wouldn't have a partner, have kids, or a job. Even after I expressed my concern that she might have an eating disorder, he dismissed it. I was very angry and felt hopeless. I also worried about my daughter and how it might have affected her listening to what the doctor said. I hoped that after going to the doctor, my daughter would feel as though she had been listened to and that there was hope for her to improve, but she was left feeling deflated.",True,,True,0.8,False,True,False,1.0,0.8,5,1.0,0.01894777085794841,0.29685995312356,0.07440339705445279,0.20302507473320044,0.8901143431663513,True,[],[],"[""Angry, frustrated, annoyed"", ""Confused, disoriented, surprised"", ""Despair, hopelessness, sorrow"", ""Lonely, isolated, disconnected from others"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]","[""Angry, frustrated, annoyed"", ""Despair, hopelessness, sorrow"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5be1fe1eca095c0001ba077a_20260224_194716_699dfd18,"My friend insisted that I go visit her, so I agreed and started walking to her place. It's quite far, about an hour's walk. When I was almost there, she texted me saying she was going to sleep and suggested we meet next time. I was very upset and walked back home. I didn't text her back because I was upset that she just changed her mind, knowing that I had been walking a long distance already. It left me feeling like she doesn't appreciate me or respect me. Now, I've got trust issues about my friend.",True,,True,0.6666666666666666,False,True,False,1.0,0.6666666666666666,5,1.0,0.09422994174909209,0.3598032200357782,0.1994608929846268,0.2986098688133572,0.895576024055481,True,[],[],"[""Confused, disoriented, surprised"", ""Sad, downhearted, unhappy""]","[""Angry, frustrated, annoyed"", ""Confused, disoriented, surprised"", ""Lonely, isolated, disconnected from others"", ""Sad, downhearted, unhappy""]"
5c3cb9759883d4000141f800_20260305_223557_69aa00fc,"I was informed that a work colleague had passed away suddenly. I had been speaking to him just the other week and he seemed very well. Initially, I was shocked when I found out. It made me think of all the times we’d spent working together, and I felt sad. I felt a mixture of great memories but also a reminder that we shouldn’t take anything for granted; life is precious. I also had thoughts of his family and how they must be affected by this news.",True,,False,0.5,False,True,False,1.0,0.5,5,1.0,0.0,0.19033880820637866,0.024073209020944213,0.12934944196352613,0.8675567269325256,True,[],[],"[""Sad, downhearted, unhappy""]","[""Despair, hopelessness, sorrow"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5c49a4c1c41b2a0001840033_20260306_152850_69aaf15c,"I went to a gig, and when a certain song was played, I got emotional because of the personal meaning it has for me. I was thinking of the person the song reminds me of, and this made me upset but also comforted. Overall, I felt very touched by it and always will. I was focused on myself and the singer.",True,,False,0.5714285714285715,False,False,False,0.6666666666666666,0.0,5,1.0,0.05791871921583822,0.40166662506863676,0.1522559751022749,0.30674741537574113,0.906399953365326,True,"[""Love, closeness, trust"", ""Sympathy, concern, compassion""]","[""Calm, peaceful, relaxed"", ""Grateful, appreciative, thankful"", ""Love, closeness, trust"", ""Sympathy, concern, compassion""]",[],"[""Sad, downhearted, unhappy""]"
5c5346b553fba80001bc9662_20260228_163011_69a315dd,My brother has had a bad reaction to his cancer treatment. This made me a little emotional at the time. I am not happy discussing family problems with third parties.,False,insufficient_appraisal_coverage,,,,,,,,4,0.8,,,,,,,,,,
5cfebb94eafc4d001a62cbc9_20260221_200507_699a0ef8,My young son fell and cut his head. I immediately wanted to provide first aid to make sure he was okay and check that it wasn't a serious injury. The situation left me feeling guilty and worried.,True,,True,0.8,False,True,False,1.0,0.8,5,1.0,0.0,0.15108821733821737,0.014451612903225807,0.10037240537240537,0.8722893476486206,True,[],[],"[""Guilty, blameworthy, repentant"", ""Panicked, alarmed, freaked out"", ""Worried, nervous, fearful""]","[""Guilty, blameworthy, repentant"", ""Worried, nervous, fearful""]"
5d3f460e0be98c001711d2a5_20260303_105318_69a6bb63,"I was overwhelmed with the workload at work, feeling undervalued and under-resourced. Expectations were high, and there was limited empathy from colleagues outside my department. I felt pressure to deliver when there was no time to complete tasks without feeling rushed and without consideration. I was trying to complete a series of tasks and provide documents to support a business-wide project involving multiple outside companies. It was hard for the project to run smoothly due to varying timescales and demands. My department was the only one without additional resources to support the project. Being part-time and solo, the demands within a three-week window, with no forward planning or sight of timelines, made it difficult to respond with clarity and time to think for each request to help with this and that and share this and that with third parties to help the project progress. I felt overwhelmed, rushed, not listened to, and that there was no consideration from others that what was being asked was too much to deliver in the timeframes they wanted. No one offered to help take some of the tasks or asked how they could help or considered their own demands and if they were reasonable with the time allowed.",True,,False,0.25,False,False,False,0.0,0.2857142857142857,5,1.0,0.0,0.17807694159564738,0.013442069741282339,0.12143989903981389,0.8548882961273193,True,"[""Proud, confident, determined""]",[],"[""Angry, frustrated, annoyed""]","[""Angry, frustrated, annoyed"", ""Despair, hopelessness, sorrow"", ""Lonely, isolated, disconnected from others"", ""Panicked, alarmed, freaked out"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5d72a0831c86730001c78fd4_20260227_170116_69a1cb8c,"I visited a town on holiday that reminded me of the holidays I had with my son when he was young. He sadly died in 2023 at the age of 28. I was visiting with my sister and thought it would be a nice drive over the moors. I hadn't expected to feel so emotional. I was trying to have a nice drive over the moors with my sister, but I felt quite sad, thinking about my son and how lovely he was on the holidays we spent there together. I was only wishing I could turn back time, but I realized that this feeling of longing and sadness is something I will carry with me, and nothing will change it.",True,,False,0.5,False,True,False,1.0,0.5,5,1.0,0.025848799116206116,0.32365050793709704,0.09222039003243866,0.23597402891952796,0.8896712303161621,True,[],[],"[""Sad, downhearted, unhappy""]","[""Despair, hopelessness, sorrow"", ""Lonely, isolated, disconnected from others"", ""Sad, downhearted, unhappy""]"
5d8cef3c28e183001a335ab0_20260221_200716_699a0e28,"I had to go to an urgent care treatment centre because I felt very poorly and was worried about my health. I was having heart palpitations, and my GP was concerned. I felt very emotional because I was worried and felt so unwell, and I didn't know what was wrong with me. I just wanted to feel better. But after seeing the nurse at the treatment centre, I felt distressed and upset because it seemed like my health concerns were dismissed.",True,,False,0.3333333333333333,False,True,False,1.0,0.3333333333333333,5,1.0,0.08007044668177732,0.3197150390957929,0.13595315833006832,0.25699116627521795,0.8993734359741211,True,[],[],"[""Angry, frustrated, annoyed"", ""Worried, nervous, fearful""]","[""Despair, hopelessness, sorrow"", ""Panicked, alarmed, freaked out"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5d959fdf9cf6ab001982afee_20260228_192404_69a33d3d,"I went on a short family holiday to a really nice place in the country. It was a small village that was pretty, with a castle and nice pubs and restaurants. The trip went well, and it was good family time. We love to travel, so we were looking to achieve a few things: travel somewhere new, see some new places, and cover a new area of the country. We wanted to make some family memories and help our children learn and grow. I was aiming for a nice, good value holiday that was busy but overall relaxing. I felt fine overall after the trip and am keen to do more, go somewhere else, and spend similar time as a family again. It was a positive experience and it contributes to my family's overall life goals. Value is important to me, as I like to remain frugal. Food and drink are also important to us, but mainly, it's crucial that our children are fulfilled, meaning they get time to play, relax, and see something interesting.",True,,True,0.6666666666666666,False,False,True,0.6666666666666666,1.0,5,1.0,0.0,0.22218201069229132,0.028627485367297277,0.1496670313487964,0.8748635530471802,True,"[""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust""]","[""Amused, entertained"", ""Calm, peaceful, relaxed"", ""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust"", ""Proud, confident, determined""]",[],[]
5d9b7c7efaa2860364b16476_20260226_151702_69a05fe9,"Last week, I lost my very close friend who had been suffering from a lot of diseases. After a few days, he reached the end of his life. I think life is nothing but a journey, and we need to be ready to say bye. This situation left me feeling like nothing is permanent.",True,,False,0.18181818181818182,False,False,False,0.0,0.3333333333333333,5,1.0,0.07611039194701721,0.3210172568779126,0.14777322929504683,0.2947877486811913,0.8984394907951355,True,"[""Amused, entertained"", ""Calm, peaceful, relaxed"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Proud, confident, determined""]",[],"[""Angry, frustrated, annoyed"", ""Ashamed, humiliated, embarrassed"", ""Despair, hopelessness, sorrow""]","[""Despair, hopelessness, sorrow"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5da767d89d0c290014c9851a_20260306_221255_69ab4bf8,"In the last week, I had to go into my new job before my formal employment date for a voluntary orientation and to bring in paperwork they needed for my onboarding. They told us in the email that most people go to these things, so I expected a large number of people to turn up. But when I arrived, only three of us had attended. I found the situation very overwhelming and nervous because the big boss was there giving us questions on a one-to-one basis, which I found hard since this is my first job in the specific field. In an ideal world, more people would be there so there was less attention on me and more of an opportunity to observe the role and learn as I go. The situation left me feeling very overwhelmed and anxious for my new job as I felt like I was in a worse situation than my peers who have more experience. It's my first office job and a real step up for me professionally.",True,,False,0.3333333333333333,False,False,False,0.0,0.5,5,1.0,0.020469968516661285,0.2829064564208975,0.040578391129427474,0.17752866812850493,0.8811977505683899,True,"[""Excited, enthusiastic, elated"", ""Hopeful, optimistic, encouraged""]",[],"[""Panicked, alarmed, freaked out""]","[""Ashamed, humiliated, embarrassed"", ""Panicked, alarmed, freaked out"", ""Worried, nervous, fearful""]"
5dceca2541afe801a32e27ac_20260223_201647_699cb17d,"I have a close personal friend who I've known for over 25 years, and she has a granddaughter with some mental issues. I've known the granddaughter her entire life. Recently, the granddaughter has been living with my friend for a few months while she looks for a job and a place of her own. At first, they were getting along well, but now there's a lot of tension between them, and my friend wants to talk to me about it constantly. No matter what I say or recommend, it doesn't seem to please her. I'm at a point where I really don't want to talk to my friend about this situation anymore, but I don't know how to tell her. I keep suggesting that she seek counseling for her granddaughter and encourage her to move out. I don't want to be disloyal, but my friend insists on leaving things the way they are. It's very important to me that the granddaughter gets help with her mental issues, and I also want my friend to not be constantly stressed out because she has health issues of her own.",True,,True,0.7499999999999999,False,True,False,1.0,0.7499999999999999,5,1.0,0.05185609580890059,0.30464129814221835,0.0917590745982669,0.20897999903074319,0.8826330184936524,True,[],[],"[""Angry, frustrated, annoyed"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]","[""Angry, frustrated, annoyed"", ""Confused, disoriented, surprised"", ""Despair, hopelessness, sorrow"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5dd438b65a40f24302c09c2d_20260306_153102_69aaf04a,"I was estranged from my daughter, but now we're getting back together. This week, she asked me to help her with her health insurance plan. I felt really emotional that she reached out to me for help. I sell insurance, and while she was growing up, I don't think she realized how important health insurance is and how it helps people, mainly because her mother told her my job wasn't important and that all I do is drive around. Despite the years of being estranged, I feel blessed by the Grace of God for helping me through, along with expert therapists who had gone through this horrible experience themselves. I've learned to be a better listener because of the estrangement and discovered the importance of expressing my feelings rather than assuming my daughter knows how I feel about her.",True,,False,0.5,False,False,False,0.6,0.0,5,1.0,0.0150816696467438,0.21725920093674925,0.044934626184626195,0.17159832838713585,0.8673553824424743,True,"[""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust"", ""Proud, confident, determined"", ""Sympathy, concern, compassion""]","[""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust"", ""Proud, confident, determined""]",[],"[""Lonely, isolated, disconnected from others"", ""Sad, downhearted, unhappy""]"
5dfb6c4d19232d899d182cda_20260219_230958_699794ef,"I was watching my great grandson drawing. I just wanted him to continue and not react to me watching him, allowing him to be his natural four-year-old self. The whole situation left me feeling warm, happy, and content. I was appreciating that he won't stay so young, innocent, and natural for long.",True,,True,0.923076923076923,False,False,True,0.923076923076923,1.0,5,1.0,0.052651474099082676,0.24707106399551612,0.09918485769549598,0.21983552922053073,0.8855968236923217,True,"[""Amused, entertained"", ""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust""]","[""Amused, entertained"", ""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust"", ""Proud, confident, determined""]",[],[]
5e6ce118673e50000c303890_20260227_200304_69a1f5eb,"I went away for a few days with my family, and it was an emotionally positive experience. I wanted to escape from work and other commitments that have been emotionally draining. For those few days, I felt like there was nothing to worry about, just enjoy the moment. The clean, clear air and the area we were at was quiet and isolated. We were the only people for miles.",True,,True,0.7499999999999999,False,False,True,0.7499999999999999,1.0,5,1.0,0.0,0.29914630404559084,0.08943293399107352,0.242764817369574,0.8935851693153382,True,"[""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Love, closeness, trust""]","[""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust""]",[],[]
