sample_id,situation,selected_low,dimension_coverage,bleu_first_person,bleu_third_person_mean_reference,bleu_third_person_best_reference,bleu_mean_reference_uplift,bleu_best_reference_uplift,rouge-1_first_person,rouge-1_third_person_mean_reference,rouge-1_third_person_best_reference,rouge-1_mean_reference_uplift,rouge-1_best_reference_uplift,rouge-2_first_person,rouge-2_third_person_mean_reference,rouge-2_third_person_best_reference,rouge-2_mean_reference_uplift,rouge-2_best_reference_uplift,rouge-l_first_person,rouge-l_third_person_mean_reference,rouge-l_third_person_best_reference,rouge-l_mean_reference_uplift,rouge-l_best_reference_uplift,bertscore_first_person,bertscore_third_person_mean_reference,bertscore_third_person_best_reference,bertscore_mean_reference_uplift,bertscore_best_reference_uplift
5be1fe1eca095c0001ba077a_20260224_194716_699dfd18,"My friend insisted that I go visit her, so I agreed and started walking to her place. It's quite far, about an hour's walk. When I was almost there, she texted me saying she was going to sleep and suggested we meet next time. I was very upset and walked back home. I didn't text her back because I was upset that she just changed her mind, knowing that I had been walking a long distance already. It left me feeling like she doesn't appreciate me or respect me. Now, I've got trust issues about my friend.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.21201736394263637,0.16424553529774344,0.23819552069586097,-0.04777182864489293,0.026178156753224602,0.0272510435301133,0.013278124574442395,0.03786632932742989,-0.013972918955670904,0.010615285797316593,0.15245640480720918,0.12868723844621371,0.19333652858474126,-0.023769166360995464,0.040880123777532085,0.8757274866104126,0.8665816998481752,0.8808513641357422,-0.009145786762237318,0.005123877525329612
5c3cb9759883d4000141f800_20260305_223557_69aa00fc,"I was informed that a work colleague had passed away suddenly. I had been speaking to him just the other week and he seemed very well. Initially, I was shocked when I found out. It made me think of all the times we’d spent working together, and I felt sad. I felt a mixture of great memories but also a reminder that we shouldn’t take anything for granted; life is precious. I also had thoughts of his family and how they must be affected by this news.",False,1.0,0.0,0.008808985996018762,0.02434623104231637,0.008808985996018762,0.02434623104231637,0.1418819231955217,0.1838277244666266,0.27154853833425263,0.04194580127110489,0.12966661513873093,0.019901719901719902,0.042892625892625894,0.10287037037037036,0.02299090599090599,0.08296865046865046,0.10709931449986954,0.15827343524176166,0.23476079922152,0.05117412074189212,0.12766148472165045,0.8754267811775207,0.8787362837791444,0.9015739321708679,0.0033095026016236595,0.02614715099334719
5c49a4c1c41b2a0001840033_20260306_152850_69aaf15c,"I went to a gig, and when a certain song was played, I got emotional because of the personal meaning it has for me. I was thinking of the person the song reminds me of, and this made me upset but also comforted. Overall, I felt very touched by it and always will. I was focused on myself and the singer.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.25360326114392445,0.16329665217862607,0.24452611218568662,-0.09030660896529838,-0.00907714895823783,0.06557971014492754,0.012009831231976256,0.05338248949321463,-0.053569878912951285,-0.012197220651712914,0.19906088141753747,0.12470478011258102,0.1949290780141844,-0.07435610130495646,-0.004131803403353063,0.8833558797836304,0.8714291381835938,0.8877569437026978,-0.011926741600036594,0.004401063919067361
5d8cef3c28e183001a335ab0_20260221_200716_699a0e28,"I had to go to an urgent care treatment centre because I felt very poorly and was worried about my health. I was having heart palpitations, and my GP was concerned. I felt very emotional because I was worried and felt so unwell, and I didn't know what was wrong with me. I just wanted to feel better. But after seeing the nurse at the treatment centre, I felt distressed and upset because it seemed like my health concerns were dismissed.",False,1.0,0.0,0.009395124560045985,0.046975622800229926,0.009395124560045985,0.046975622800229926,0.25391307790968326,0.23628446347218657,0.3592671601484331,-0.017628614437496692,0.10535408223874981,0.027925842976234915,0.04989801793952397,0.13631551634665282,0.021972174963289053,0.1083896733704179,0.19080432522761365,0.17305056703783123,0.2870178769182091,-0.01775375818978242,0.09621355169059548,0.8866034507751465,0.8758648777008056,0.8919816970825195,-0.010738573074340896,0.005378246307373047
5d9b7c7efaa2860364b16476_20260226_151702_69a05fe9,"Last week, I lost my very close friend who had been suffering from a lot of diseases. After a few days, he reached the end of his life. I think life is nothing but a journey, and we need to be ready to say bye. This situation left me feeling like nothing is permanent.",False,1.0,0.0,0.0037119084271902405,0.018559542135951203,0.0037119084271902405,0.018559542135951203,0.18644932795308733,0.15198968475502364,0.24760032760032763,-0.03445964319806369,0.0611509996472403,0.01993920972644377,0.0282999794828521,0.08782386072708652,0.008360769756408332,0.06788465100064275,0.15273050709140934,0.12681469794492223,0.22815552394499763,-0.025915809146487112,0.0754250168535883,0.88111572265625,0.8670234775543213,0.8844910383224487,-0.014092245101928746,0.0033753156661986417
5e6ce118673e50000c303890_20260227_200304_69a1f5eb,"I went away for a few days with my family, and it was an emotionally positive experience. I wanted to escape from work and other commitments that have been emotionally draining. For those few days, I felt like there was nothing to worry about, just enjoy the moment. The clean, clear air and the area we were at was quiet and isolated. We were the only people for miles.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.23864913164104537,0.16387395731840254,0.26156621651715317,-0.07477517432264283,0.0229170848761078,0.040098199672667756,0.030051655492071012,0.07735741104952618,-0.010046544180596743,0.03725921137685842,0.14773039678700056,0.1421847292059379,0.21950755290470364,-0.005545667581062674,0.07177715611770308,0.8757504105567933,0.877900185585022,0.8945226311683655,0.002149775028228773,0.018772220611572243
5e94b43203807b339eef4947_20260306_164804_69ab0342,"I was trying to be nice to my daughter and connect with her by engaging in a conversation, asking what she wanted for dinner. Instead of responding, she was remote and rude to me, and then I got a page full of error messages. This situation left me feeling frustrated and a bit sad. It's important to me because this keeps happening, although there are other times when she's lovely and excitable.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.1742578436660126,0.2079058383409408,0.26911877345985874,0.03364799467492821,0.09486092979384614,0.04162162162162162,0.020133104811817355,0.04711202522967228,-0.021488516809804264,0.005490403608050663,0.1453228442392099,0.15282765656355876,0.19066257734748387,0.007504812324348853,0.045339733108273966,0.8785043835639954,0.8778620386123658,0.8925512075424195,-0.0006423449516296253,0.01404682397842405
5eb0598b718c920e386736cd_20260305_204627_69a9e9e4,"Scenario: I recently received a pay raise at my job. I felt the urge to share the news with someone because it made me happy. The raise brought a sense of relief, especially with the rising costs of living, as it will be a significant help. However, it also made me feel like I need to demonstrate my value even more at work.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.18419225423833718,0.17160290146575083,0.26382309914561436,-0.012589352772586354,0.07963084490727718,0.02011313639220616,0.018477623169654653,0.057710289537195904,-0.0016355132225515066,0.037597153144989744,0.13239389386854822,0.13143969924212368,0.1968331533240255,-0.0009541946264245427,0.0644392594554773,0.8760336875915528,0.8672916555404664,0.8849067330360413,-0.008742032051086368,0.008873045444488525
5f4a7a00dc1bde60ab8f7ac5_20260227_182021_69a1df78,"I'm feeling really frustrated because I don't have enough money to pay down my credit card debt. It's like I'm being drowned in bills and I just can't manage my debt adequately with my current income. This whole situation leaves me feeling like I'm sinking. On top of that, it's important for me to handle this without stressing out my elderly mom, who's prone to anxiety.",True,1.0,0.0,0.0,0.0,0.0,0.0,0.18623454162324088,0.1654884250039365,0.2443758740507583,-0.020746116619304367,0.05814133242751743,0.01818181818181818,0.012364420750786182,0.0439310492811673,-0.0058173974310319985,0.025749231099349117,0.13731011597535947,0.13035741831968328,0.19401144187797373,-0.006952697655676188,0.05670132590261426,0.8679933786392212,0.8654588079452514,0.8748899102210999,-0.0025345706939697843,0.00689653158187864
5fbea874041324074f0c3171_20260226_182654_69a08f08,"I was having such a lovely day and just wanted to relax and have a peaceful time at home. But my brother started shouting and slamming doors, which made the environment in the house really bad. I don't talk to him, so there was nothing I could do except stay in my room until he finished having his tantrum. The situation left me feeling really upset because all I wanted was some peace. I was also pretty angry at him for disturbing my peace. I ended up calling my mum to complain about his behavior, and I guess he heard me on the phone because he soon stopped.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.19982905982905982,0.19783712264458658,0.2969730584975594,-0.0019919371844732414,0.09714399866849957,0.020098039215686276,0.02151709345470448,0.05430579337273049,0.001419054239018204,0.03420775415704422,0.15373382173382172,0.1428845123719662,0.2163764141465868,-0.01084930936185552,0.06264259241276507,0.8803626537322998,0.8747103857994079,0.8892378330230712,-0.0056522679328919745,0.008875179290771418
5ff07b5ee7a1d23e719e421e_20260227_145116_69a1ad7e,"I went and sat with my baby brother, who is 64, while he had his chemo treatment. I'm very sad that he has to go through this, and it doesn't look like his chances are very good, but he's a fighter. I sat with him for 2 hours, and he and all the other chemo patients in the room were talking and having a good time joking about their situation. It was uplifting, but also sad. I was trying to give him moral support. It left me feeling sad for all the people that have to go through this type of thing. It also made me feel glad that I could be there for him, especially since his wife died a few years ago and I didn't want him to be alone. Just being there to support him was important to me.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.17539405834066613,0.14966605143701922,0.2500141317788377,-0.025728006903646905,0.07462007343817156,0.046014399954466545,0.019537385382014574,0.05256317425823035,-0.02647701457245197,0.006548774303763806,0.13821217663048252,0.10303428031414599,0.1590072425366543,-0.03517789631633653,0.020795065906171778,0.8809302091598511,0.8647118759155272,0.8887208700180054,-0.016218333244323868,0.007790660858154275
600a878fa6fbbf1ba60bea36_20260307_160805_69ac4a7f,"My father had collapsed and was taken to the hospital to be checked out. I was really anxious because I didn't know what had happened or how serious his condition was. I was comforted by my boyfriend, who was very understanding of the situation and how I was feeling. I wanted to get some news from the hospital on my father's condition, but initially, I couldn't get through to other family members to find out more. It was important to me to ensure the other members of the family were OK too, especially my Mum.",False,1.0,0.0,0.004593142293076211,0.02296571146538105,0.004593142293076211,0.02296571146538105,0.22028227409647244,0.192720281140707,0.30604900102209165,-0.027561992955765446,0.08576672692561921,0.0379627246293913,0.04607556879234771,0.12016990531024652,0.008112844162956413,0.08220718068085522,0.1695681956107896,0.15558274848399317,0.2403048779322683,-0.013985447126796419,0.0707366823214787,0.8733580946922302,0.8777468204498291,0.8913560628890991,0.004388725757598855,0.01799796819686883
604075b84fd86b284480eaa9_20260301_191339_69a48e64,"I'm struggling with my financial situation due to health issues, and it's causing me a lot of stress to pay the high price of my health insurance. My partner's benefit check also got delayed, which has added more stress, making it difficult to manage. I've been feeling very sad, anxious, and stressed out trying to afford basic necessities to live, and it's caused me a lot of pain and exhaustion. I'm trying to find any way that I can to make more money and support my partner and myself. It's been a challenging road, and I need more money to feel okay. The situation has left me feeling sad, anxious, stressed, and exhausted, and I also feel some shame. It's important to me that my partner and I have enough money to survive.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.21569048180008926,0.18584385042857457,0.2708702791461412,-0.029846631371514692,0.05517979734605194,0.04968885845325673,0.026095290052736857,0.07117216117216117,-0.023593568400519876,0.02148330271890444,0.1820062712737735,0.13248000342103022,0.22442491011326898,-0.04952626785274328,0.04241863883949548,0.878498637676239,0.8767333793640135,0.8895182847976685,-0.001765258312225515,0.011019647121429443
60e25008f1ecf0be303353bb_20260228_165505_69a31c2f,My first son moved out of the house and into his own place. I'm really excited for him because it's a great opportunity for growth. I'm feeling proud of him. I also need to make sure his mom and my other son are okay with the change and adapt well.,False,1.0,0.0,0.0005475805686275074,0.0027379028431375367,0.0005475805686275074,0.0027379028431375367,0.13885077435229407,0.18950980897275216,0.2810041529014906,0.05065903462045809,0.14215337854919655,0.02615769712140175,0.03359734145237177,0.08300472721525354,0.0074396443309700175,0.05684703009385179,0.11354465190331453,0.1434565037264079,0.21204841865091084,0.02991185182309336,0.09850376674759631,0.873347818851471,0.8741532492637635,0.8876755714416504,0.0008054304122925293,0.014327752590179488
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,"My dad has prostate cancer and recently had his yearly blood test. The results came back, and unfortunately, his condition had worsened. He was supposed to receive a phone call from his doctor on a specific day to discuss the results, but the call never came. I was really worried about what would happen next and was hoping for some clarity and communication from the doctor regarding my dad's condition. The situation left me feeling annoyed and still worrying, which could have been avoided if the doctor had called as planned. Since it's cancer, time is always crucial. The quicker they act, the better the chances of it being able to be helped.",True,1.0,0.0,0.003984702931870672,0.019923514659353363,0.003984702931870672,0.019923514659353363,0.15836528267399058,0.18924296676587954,0.2618988725427236,0.030877684091888957,0.10353358986873301,0.03422764651680314,0.03235997654144732,0.08599642605456559,-0.0018676699753558193,0.05176877953776245,0.1221515233518071,0.1556157989224032,0.2189029265723593,0.033464275570596114,0.0967514032205522,0.856091046333313,0.8698403334617615,0.885662829875946,0.013749287128448473,0.029571783542633012
62f18c2d37a5f255f351b61d_20260301_155946_69a45f74,"My father died, and it was a moment that brought up a lot of emotions for me. We had a very complicated relationship over the years, and I found myself wanting answers that nobody could really give me—not even him. Sometimes, I felt almost void of anything, and then there would be a rush of sadness or a rush of joy. What mattered most to me was that at the end of his life, I forgave him, and we had the relationship that we deserved.",True,1.0,0.0,0.0,0.0,0.0,0.0,0.21374283642915687,0.17264932847049,0.2577122457021532,-0.04109350795866687,0.04396940927299631,0.026451792164490135,0.030565160272056767,0.09301326353957932,0.004113368107566632,0.06656147137508919,0.16075622101796508,0.13201216385643283,0.2055983946409337,-0.02874405716153225,0.044842173622968634,0.8654016137123108,0.8732913160324097,0.8842380285263062,0.00788970232009889,0.01883641481399534
63cedafa29d08471b828a96a_20260220_193701_6998b4d4,"A group of men came to stay in our village from London, and they were trying to break into cars and houses, which was really intimidating for the residents. This was very scary because things like this don't usually happen around here. I needed to go to the shop, but I knew they were hanging around there, so I decided to go without and stayed at home instead. I also stayed up late, feeling scared in case they tried to break into my home. Living on my own, I felt scared and lonely. This whole situation made me realize I need to make plans, just in case scary things like this ever happen again.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.19746751037626725,0.1901441923591679,0.25789590291040654,-0.007323318017099345,0.060428392534139286,0.01773739995673805,0.015428144229881318,0.051181677598250944,-0.0023092557268567324,0.03344427764151289,0.13165305844730218,0.13436462776525743,0.17010079084313615,0.0027115693179552425,0.03844773239583396,0.8794004321098328,0.8793365669250488,0.8862196922302246,-6.386518478396219e-05,0.006819260120391801
643ebfff661435ecda5a3580_20260228_190856_69a33952_c5,"A dear friend of mine had a terrible accident where she fell and broke her neck in two places, along with her tailbone, hip, and pelvis. She also has COPD, and the hospital overdosed her twice, making her oxygen levels very bad and hard to control. I've been following her situation closely and talking to her, but she's not out of the woods yet. I sent her a bear that says 'I f...... love you,' which is a good support for her neck and cheers her up. It's tough because I live in Michigan and she lives in Oklahoma, so I can't see her in person. I have COPD too, so I guess I'm more worried about the pain she's going through and the unstable oxygen levels she's experiencing, along with her lungs filling up. I just don't want her to be in pain.",True,1.0,0.0,0.0037006399122785786,0.018503199561392892,0.0037006399122785786,0.018503199561392892,0.1956326960038519,0.1704772621149518,0.2722036316086659,-0.025155433888900125,0.07657093560481398,0.030274375933432896,0.021423174850214877,0.05777363184079602,-0.008851201083218019,0.027499255907363126,0.16094432351060134,0.13513645813431402,0.19389333016335303,-0.02580786537628732,0.03294900665275169,0.8646366596221924,0.8729127407073974,0.8882790923118591,0.008276081085205056,0.023642432689666704
648a30a2847ab1c5fa5785f8_20260309_203417_69af2ada,"I volunteer at a pony charity that helps young people with learning disabilities experience riding. Recently, someone cut the fences, and the ponies escaped. We managed to retrieve them, but they had puncture wounds and were clearly traumatized. Now, the ponies need time to rest and heal, which means the children are missing out on this valuable experience. We have to cover the vet bills and repair the fences, so we've all come together to help the ponies recover and fix the damage. It's really sad to see the ponies and the children affected like this, but I'm relieved it wasn't worse, like a car accident involving the loose ponies.",True,1.0,0.0,0.0,0.0,0.0,0.0,0.10650867616384858,0.15864279478440196,0.24970483684956207,0.05213411862055338,0.1431961606857135,0.02212121212121212,0.02071964570620435,0.05986381255915936,-0.0014015664150077711,0.037742600437947235,0.09698486664003905,0.12381578348977348,0.1965148994404148,0.026830916849734432,0.09953003280037576,0.8597127556800842,0.8690538215637208,0.8777050375938416,0.00934106588363659,0.017992281913757346
64a80dd34fd0539ee3761e6a_20260226_161245_69a06ec1,"I visited my daughter's house and saw the grandkids. We hugged, and I noticed how quickly they are growing up. I wanted to spend time with my family and feel connected, and I also wanted to see the kids and catch up. I felt happy and a little sad at the same time, which I don't know why. I also felt content and a bit aware of how fast time is passing. I don't take these moments for granted. I want to be present when I'm with them.",True,1.0,0.0,0.0,0.0,0.0,0.0,0.14632200759479302,0.19554921309407808,0.27746003939566644,0.049227205499285054,0.1311380318008734,0.02568627450980392,0.0367035193964569,0.06311800912722154,0.01101724488665298,0.037431734617417625,0.11012117612693244,0.1465889859607454,0.19739007215572008,0.03646780983381297,0.08726889602878764,0.8651873826980591,0.8751540374755858,0.890509569644928,0.009966654777526784,0.02532218694686894
652c5f38cf13042034313b91_20260226_204758_69a0addb,"I got into a disagreement with my boss at work. We had different views on why we weren't hitting our numbers or getting the results we wanted. I was trying to explain things from my point of view, hoping he'd understand that we were short-staffed during certain times and overstaffed when it wasn't necessary. I suggested changing the scheduling, but he didn't like that idea. It made me feel upset and angry because I really wanted him to see my perspective, but he didn't take me seriously. What's important to me is that I held my ground. Normally, I cave in and just accept things, but this time I was much more direct.",False,1.0,0.0,0.0,0.0,0.0,0.0,0.1609630891983833,0.19033680210506967,0.265826343640345,0.02937371290668636,0.1048632544419617,0.023117842524850607,0.036426978914186586,0.09367043628723273,0.01330913638933598,0.07055259376238213,0.12324303147832558,0.14739148385112513,0.2074666114027816,0.024148452372799556,0.08422357992445603,0.8714324593544006,0.8827817440032959,0.8931996464729309,0.011349284648895286,0.021767187118530318
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,"One of my roommates ate my food, and this time it was my entire box of Quaker oatmeal. I wanted to take that particular food to work because it's easy to just heat up and go. I was upset and ended up being hangry since I didn't have money to buy food. I have a lot of roommates, and I was frustrated because they could have just asked for some instead of stealing.",True,1.0,0.0,0.0,0.0,0.0,0.0,0.16959220181811546,0.19394061705645402,0.2951824166124067,0.024348415238338555,0.12559021479429122,0.01826673585884795,0.024609874679521613,0.0641802641802642,0.006343138820673663,0.04591352832141624,0.13142881481751917,0.14426154503719477,0.2227442797229897,0.012832730219675598,0.09131546490547054,0.8685290098190308,0.8721990418434145,0.8947858810424805,0.0036700320243836515,0.026256871223449663
65e6edd1a876f1d8487f379b_20260305_231620_69aa0cf4,"A friend that I had a falling out with a couple of years ago just recently contacted me, and I haven't responded to him yet. I just want to know if he's in a good place and if he's wanting to change from how he was before when our friendship ended. The whole situation is mostly negative for me; it's stressful and causes me anxiety. I'm worried about how I will be personally judged after making no life progress in the last couple of years since we last talked. I feel embarrassed.",False,1.0,0.0,0.0034341821638896944,0.017170910819448472,0.0034341821638896944,0.017170910819448472,0.17380434284594926,0.12848153745162116,0.1923041337154714,-0.04532280539432809,0.018499790869522137,0.007017543859649122,0.020145770267721484,0.049338624338624334,0.013128226408072362,0.04232108047897521,0.11936679498690299,0.10536061438751938,0.15987375707456844,-0.014006180599383605,0.04050696208766545,0.8729697227478027,0.872741265296936,0.8813322424888611,-0.00022845745086674807,0.008362519741058394
