sample_id,situation,dimension,bleu,rouge_1_f1,rouge_2_f1,rouge_l_f1,bertscore_f1,below_threshold,gold_appraisal,predicted_appraisal
5cfebb94eafc4d001a62cbc9_20260221_200507_699a0ef8,My young son fell and cut his head. I immediately wanted to provide first aid to make sure he was okay and check that it wasn't a serious injury. The situation left me feeling guilty and worried.,certainty,0.0,0.04761904761904761,0.0,0.04761904761904761,0.8473718166351318,True,He fell unexpectedly when he was walking.,"No, the bleeding was worse than I feared. My heart raced as I pressed hard on the wound, terrified I'd caused this. The silence felt heavy with guilt, far from the calm I expected."
60e25008f1ecf0be303353bb_20260228_165505_69a31c2f,My first son moved out of the house and into his own place. I'm really excited for him because it's a great opportunity for growth. I'm feeling proud of him. I also need to make sure his mom and my other son are okay with the change and adapt well.,certainty,0.0,0.047619047619047616,0.0,0.047619047619047616,0.8658279776573181,True,"Yes, it went very good and all of us, including him, are adapting well.","Yes, mostly. His excitement mirrored mine. The unexpected was my own lingering worry about how the others would adapt, a fear I hadn't anticipated despite my pride."
5a764e848fe2dc000105739c_20260301_143615_69a44b6b,"I met up with some old friends from my past at a beerex and spent the evening chatting about the past and what we are doing today. We all got something positive from the evening and decided we would like to repeat it the following year. I felt rather good because not only did we all enjoy ourselves, I felt particularly good knowing I contributed in the past to their being friends today. I also had my brother there and my best friend who also knew these people, and they also enjoyed the evening.",accountability,0.0,0.05128205128205129,0.0,0.05128205128205129,0.8689002990722656,True,It was all down to me who suggested the gathering.,"I felt my past actions were most responsible. Knowing I helped build these friendships brought me immense joy, especially seeing my brother and best friend share in this happiness."
63f77bdf07da8d9275eee1e4_20260301_213834_69a4b0cd,"My wife and I have this little tradition where we buy scratch-off tickets from the gas station each week just for fun. This time, we both won; she got $15 and I got $10, which was awesome. Even though it wasn't a huge amount, it felt great to finally win. The whole experience made us feel good and was really positive. We were just trying to have fun and enjoy some time together, and winning money was a nice bonus. It made me feel like a winner, and spending that time with my wife was really cool.",certainty,0.0,0.05263157894736841,0.0,0.05263157894736841,0.8832969069480896,True,"No, we weren't expecting to win, but we did.","Yes, everything went exactly as I hoped. Winning both tickets was a delightful surprise, but the real joy was sharing that moment with my wife. It was perfect."
5d959fdf9cf6ab001982afee_20260228_192404_69a33d3d,"I went on a short family holiday to a really nice place in the country. It was a small village that was pretty, with a castle and nice pubs and restaurants. The trip went well, and it was good family time. We love to travel, so we were looking to achieve a few things: travel somewhere new, see some new places, and cover a new area of the country. We wanted to make some family memories and help our children learn and grow. I was aiming for a nice, good value holiday that was busy but overall relaxing. I felt fine overall after the trip and am keen to do more, go somewhere else, and spend similar time as a family again. It was a positive experience and it contributes to my family's overall life goals. Value is important to me, as I like to remain frugal. Food and drink are also important to us, but mainly, it's crucial that our children are fulfilled, meaning they get time to play, relax, and see something interesting.",certainty,0.0,0.05405405405405406,0.0,0.05405405405405406,0.8825514316558838,True,It did go as expected. It was fairly textbook overall.,"Yes, everything unfolded exactly as I hoped. The village's charm, the castle, and our family's joy matched my vision perfectly. No surprises, just pure fulfillment."
5f622fbe1fbbd21051cb28b3_20260226_170802_69a07c4e,"I had to go and speak to the Store Manager of the supermarket branch I work in about the way my shift supervisor spoke to me, which I found belittling and patronising. I wanted to be listened to and treated with more respect, so that I didn't dread coming into work or go away feeling upset. After the conversation, I didn't feel great - I didn't feel that he particularly agreed with my analysis or that he was very sympathetic. None of this is necessary, since the other three shift supervisors I work with are lovely. Which is another way of saying the problem is him, not me!",accountability,0.0,0.1142857142857143,0.0,0.05714285714285715,0.882582426071167,True,My supervisor.,"It was the shift supervisor. His belittling words created this tension. The manager's lack of sympathy didn't help, but ultimately, his behavior is the root cause of my dread and upset."
6818aa3b091f461c436e4f12_20260301_153141_69a45a95,"My football team scored a goal, and I was thrilled because I really wanted my team to win the game. The feeling was incredible—I was elated and excited. What made it even more special was sharing the experience with my family.",accountability,0.0,0.058823529411764705,0.0,0.058823529411764705,0.8547388911247253,True,The player Callum O'hare as he scored the goal.,"My teammates and family made it possible. Their support fueled my joy, turning a simple goal into an unforgettable victory moment we shared together."
5cfebb94eafc4d001a62cbc9_20260221_200507_699a0ef8,My young son fell and cut his head. I immediately wanted to provide first aid to make sure he was okay and check that it wasn't a serious injury. The situation left me feeling guilty and worried.,accountability,0.0,0.06060606060606061,0.0,0.06060606060606061,0.8715733885765076,True,Me. He fell over while I was playing with him.,"I blamed myself entirely. If only I had been watching more closely, this wouldn't have happened. My guilt is overwhelming right now."
5e94b43203807b339eef4947_20260306_164804_69ab0342,"I was trying to be nice to my daughter and connect with her by engaging in a conversation, asking what she wanted for dinner. Instead of responding, she was remote and rude to me, and then I got a page full of error messages. This situation left me feeling frustrated and a bit sad. It's important to me because this keeps happening, although there are other times when she's lovely and excitable.",congruence,0.0,0.12121212121212122,0.0,0.06060606060606061,0.8607766628265381,True,"She's evasive answering questions which is frustrating. I'm also stuck not knowing what to do for dinner, so not knowing if she'll eat what I make or complain about it.","It hurt deeply, shattering my hope to connect. Her coldness and the errors made me feel rejected and helpless, yet it also clarified that I must find other ways to reach her heart."
65e6edd1a876f1d8487f379b_20260305_231620_69aa0cf4,"A friend that I had a falling out with a couple of years ago just recently contacted me, and I haven't responded to him yet. I just want to know if he's in a good place and if he's wanting to change from how he was before when our friendship ended. The whole situation is mostly negative for me; it's stressful and causes me anxiety. I'm worried about how I will be personally judged after making no life progress in the last couple of years since we last talked. I feel embarrassed.",certainty,0.0,0.13114754098360656,0.0,0.06557377049180328,0.8664383292198181,True,"Things did not go as I expected because I didn't expect him to reach out in the first place. We have yet to actually talk, as I haven't responded to him beyond acknowledging his reaching out.","No, silence wasn't expected. His message broke my anxiety, yet my fear of judgment lingered, overshadowing any hope for reconciliation or change."
5b9ca13a06114100010699b8_20260221_211806_699a1e71,"I went to the doctor with my daughter because she's struggling to eat a variety of food. I was hoping the doctor would give us some advice or refer us to a specialist for eating disorders, so we could get some expert help. Instead, the doctor told her she needed to try harder and said if she didn't, she wouldn't have a partner, have kids, or a job. Even after I expressed my concern that she might have an eating disorder, he dismissed it. I was very angry and felt hopeless. I also worried about my daughter and how it might have affected her listening to what the doctor said. I hoped that after going to the doctor, my daughter would feel as though she had been listened to and that there was hope for her to improve, but she was left feeling deflated.",certainty,0.0,0.09917355371900827,0.0,0.06611570247933884,0.8659204244613647,True,Things did not go as expected. I was hoping that he would refer me to someone that would be able to help but he just asked us to go back to him in a few weeks time and hoped in that time that she would have started to eat more as he had requested. I thought at the very least he would have given us some suggestions on help that was out there but he just thought that she was being picky with her food and not that she has an eating disorder.,"No, everything went wrong. I expected hope and expert guidance, but instead received harsh threats and dismissal of my daughter's serious health concerns, leaving us both devastated."
59d3ef2c078dbe000195117f_20260220_140353_699866d7,"My husband was leaving for a month to travel for business, and I was really upset and sad about not being able to see him for that long. I wanted comfort during this time, but the thought of being apart for a whole month left me feeling very sad.",accountability,0.0,0.13333333333333333,0.0,0.06666666666666667,0.8551611304283142,True,The situation was most responsible.,"It was his departure. The empty house and the silence made me feel so alone, and I blamed the distance for stealing our time together."
5e8d0c7d40d8520da1903a86_20260223_204912_699cbc4b,"A person I know recently finished a big project at work that they had been working on for several weeks. At first, they felt stressed and overwhelmed because there were tight deadlines and unexpected problems. In the end, the project was successful, and their team appreciated their effort. The situation ended on a positive note, and they felt relieved and proud once it was over. Being around them, I felt their stress along the way. I was trying to provide a listening ear and give support when I could. I felt good in the end, seeing others' triumph is beautiful.",certainty,0.0,0.06666666666666667,0.0,0.06666666666666667,0.8907573223114014,True,"Yes, I knew they could do it.","No, the stress was heavier than I feared. Yet, seeing their triumph after the struggle was far more beautiful than I ever expected."
5a764e848fe2dc000105739c_20260301_143615_69a44b6b,"I met up with some old friends from my past at a beerex and spent the evening chatting about the past and what we are doing today. We all got something positive from the evening and decided we would like to repeat it the following year. I felt rather good because not only did we all enjoy ourselves, I felt particularly good knowing I contributed in the past to their being friends today. I also had my brother there and my best friend who also knew these people, and they also enjoyed the evening.",congruence,0.0,0.06896551724137931,0.0,0.06896551724137931,0.8743431568145752,True,It reminded me that I helped contribute to other peoples development when I was very much younger. This was a positive contribution to making our community better.,"It healed old wounds and validated my past contributions. Seeing my brother and best friend enjoy the night made me feel deeply connected and proud, knowing we all found joy together."
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,"One of my roommates ate my food, and this time it was my entire box of Quaker oatmeal. I wanted to take that particular food to work because it's easy to just heat up and go. I was upset and ended up being hangry since I didn't have money to buy food. I have a lot of roommates, and I was frustrated because they could have just asked for some instead of stealing.",accountability,0.0,0.07142857142857144,0.0,0.07142857142857144,0.8782496452331543,True,My roommates.,"That roommate who stole my oatmeal. They could have just asked, but instead, they ruined my morning and left me hangry with no money for food."
5f4a7a00dc1bde60ab8f7ac5_20260227_182021_69a1df78,"I'm feeling really frustrated because I don't have enough money to pay down my credit card debt. It's like I'm being drowned in bills and I just can't manage my debt adequately with my current income. This whole situation leaves me feeling like I'm sinking. On top of that, it's important for me to handle this without stressing out my elderly mom, who's prone to anxiety.",accountability,0.0,0.11320754716981131,0.0,0.07547169811320754,0.8680979013442993,True,Ultimately it's on me for not making enough money from my job to take care of my family.,"I blame my own poor financial choices and the relentless interest rates. I feel responsible for letting my mom down by hiding this stress, fearing her anxiety will worsen if she knows the truth."
57b70477bd0fc200012ad60a_20260227_154747_69a1bb8a,"I developed Bell's palsy, and the right side of my face drooped. I was prescribed steroids, which helped improve the situation, but I felt mortified and embarrassed. It was especially hard for me because my husband didn't see me at my best, and that added to my feelings of embarrassment.",accountability,0.0,0.07692307692307693,0.0,0.07692307692307693,0.8583475351333618,True,No one was responsible.,"I blamed myself for letting my husband see me vulnerable, though the illness was truly the culprit behind my shame and fear."
59d3ef2c078dbe000195117f_20260220_140353_699866d7,"My husband was leaving for a month to travel for business, and I was really upset and sad about not being able to see him for that long. I wanted comfort during this time, but the thought of being apart for a whole month left me feeling very sad.",certainty,0.0,0.12244897959183672,0.0,0.08163265306122448,0.8730469942092896,True,Things did go as I expected. I was able to get over it and be happy again.,"No, I wasn't prepared for the crushing weight of his absence. The silence in our home was far heavier than I imagined, leaving me longing for his touch every single day."
5f622fbe1fbbd21051cb28b3_20260226_170802_69a07c4e,"I had to go and speak to the Store Manager of the supermarket branch I work in about the way my shift supervisor spoke to me, which I found belittling and patronising. I wanted to be listened to and treated with more respect, so that I didn't dread coming into work or go away feeling upset. After the conversation, I didn't feel great - I didn't feel that he particularly agreed with my analysis or that he was very sympathetic. None of this is necessary, since the other three shift supervisors I work with are lovely. Which is another way of saying the problem is him, not me!",control,0.0,0.20408163265306123,0.0,0.08163265306122448,0.8737724423408508,True,The only control I had was over how I reacted. There is a power imbalance in that situation.,"No, I didn't feel in control. The manager's lack of sympathy left me feeling unheard and powerless, even though I know the issue lies solely with one difficult supervisor."
5dfb6c4d19232d899d182cda_20260219_230958_699794ef,"I was watching my great grandson drawing. I just wanted him to continue and not react to me watching him, allowing him to be his natural four-year-old self. The whole situation left me feeling warm, happy, and content. I was appreciating that he won't stay so young, innocent, and natural for long.",accountability,0.0,0.12499999999999997,0.0,0.08333333333333334,0.8647597432136536,True,"He was responsible by just being him. The situation was good as several members of the family were there, laughing and talking.","I felt it was my own heart, overflowing with love for his fleeting innocence, that made this moment so precious and responsible for my deep contentment."
60e85190b9cffd8fed0a064f_20260306_144837_69aae582,"My dad has prostate cancer and recently had his yearly blood test. The results came back, and unfortunately, his condition had worsened. He was supposed to receive a phone call from his doctor on a specific day to discuss the results, but the call never came. I was really worried about what would happen next and was hoping for some clarity and communication from the doctor regarding my dad's condition. The situation left me feeling annoyed and still worrying, which could have been avoided if the doctor had called as planned. Since it's cancer, time is always crucial. The quicker they act, the better the chances of it being able to be helped.",accountability,0.0,0.0851063829787234,0.04444444444444444,0.0851063829787234,0.8411230444908142,True,I am not sure it might have been the Doctor or his office.,"The doctor's silence feels most responsible. Their failure to call on the agreed day left me in agonizing uncertainty, wasting precious time when every moment with my dad's cancer matters so much."
601fd27860b197531ca7bdcc_20260220_222742_6998dd89,My sister-in-law was talking to me about an eating disorder that she previously had issues with. I was helping her to fill in a disclosure form for a job. I was surprised by what I'd learnt and hoped I'd dealt with it sensitively. Nothing was more important to me in that moment than to show care and consideration.,certainty,0.0,0.21739130434782608,0.0,0.08695652173913043,0.8756768107414246,True,Things went as expected. I knew the questions we had to complete were sensitive.,"No, the depth of her struggle surprised me. I feared I hadn't been sensitive enough, but my only goal was to show her care while we filled out that form together."
643ebfff661435ecda5a3580_20260228_190856_69a33952_c5,"A dear friend of mine had a terrible accident where she fell and broke her neck in two places, along with her tailbone, hip, and pelvis. She also has COPD, and the hospital overdosed her twice, making her oxygen levels very bad and hard to control. I've been following her situation closely and talking to her, but she's not out of the woods yet. I sent her a bear that says 'I f...... love you,' which is a good support for her neck and cheers her up. It's tough because I live in Michigan and she lives in Oklahoma, so I can't see her in person. I have COPD too, so I guess I'm more worried about the pain she's going through and the unstable oxygen levels she's experiencing, along with her lungs filling up. I just don't want her to be in pain.",certainty,0.0,0.08695652173913043,0.0,0.08695652173913043,0.8642592430114746,True,Things look like they are on track now. I am breathing easier knowing that they are getting her stable.,"No, the severity of her injuries and oxygen struggles exceeded my expectations. I feared for her life more than I anticipated, especially with her COPD complicating everything."
63cedafa29d08471b828a96a_20260220_193701_6998b4d4,"A group of men came to stay in our village from London, and they were trying to break into cars and houses, which was really intimidating for the residents. This was very scary because things like this don't usually happen around here. I needed to go to the shop, but I knew they were hanging around there, so I decided to go without and stayed at home instead. I also stayed up late, feeling scared in case they tried to break into my home. Living on my own, I felt scared and lonely. This whole situation made me realize I need to make plans, just in case scary things like this ever happen again.",certainty,0.0,0.08888888888888889,0.0,0.08888888888888889,0.8573355078697205,True,"The men got arrested and were not allowed back into the village, so this went well.","No, they never came. Staying home was safer, yet the fear of being alone lingered. I expected danger, but silence remained, leaving me relieved yet shaken by the uncertainty."
5cfebb94eafc4d001a62cbc9_20260221_200507_699a0ef8,My young son fell and cut his head. I immediately wanted to provide first aid to make sure he was okay and check that it wasn't a serious injury. The situation left me feeling guilty and worried.,relevance,0.0,0.18604651162790697,0.0,0.09302325581395349,0.8729944825172424,True,It was extremely important as it was the welfare of my child.,"It mattered everything. Seeing my son hurt shattered my world. I feared the worst, paralyzed by guilt, desperate to ensure he was safe and that I had failed to protect him."
5dfb6c4d19232d899d182cda_20260219_230958_699794ef,"I was watching my great grandson drawing. I just wanted him to continue and not react to me watching him, allowing him to be his natural four-year-old self. The whole situation left me feeling warm, happy, and content. I was appreciating that he won't stay so young, innocent, and natural for long.",congruence,0.0,0.13953488372093023,0.0,0.09302325581395349,0.8682993650436401,True,"The situation helped me as I don’t see him enough, and he changes and grows so rapidly.","It healed my heart, filling me with warmth. Yet, it also ached, reminding me that this precious innocence is fleeting and won't last forever."
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,"One of my roommates ate my food, and this time it was my entire box of Quaker oatmeal. I wanted to take that particular food to work because it's easy to just heat up and go. I was upset and ended up being hangry since I didn't have money to buy food. I have a lot of roommates, and I was frustrated because they could have just asked for some instead of stealing.",control,0.0,0.0930232558139535,0.0,0.0930232558139535,0.8446373343467712,True,No because they stole it likely when I wasn’t home so idk which one didn’t.,"No, I felt completely out of control. My food was gone, my budget was tight, and my anger left me powerless against my roommates' thoughtless actions."
5b9ca13a06114100010699b8_20260221_211806_699a1e71,"I went to the doctor with my daughter because she's struggling to eat a variety of food. I was hoping the doctor would give us some advice or refer us to a specialist for eating disorders, so we could get some expert help. Instead, the doctor told her she needed to try harder and said if she didn't, she wouldn't have a partner, have kids, or a job. Even after I expressed my concern that she might have an eating disorder, he dismissed it. I was very angry and felt hopeless. I also worried about my daughter and how it might have affected her listening to what the doctor said. I hoped that after going to the doctor, my daughter would feel as though she had been listened to and that there was hope for her to improve, but she was left feeling deflated.",control,0.0,0.15625,0.03225806451612903,0.09374999999999999,0.8718217015266418,True,I didn't feel like I was in control as whenever I tried to interject he just disregarded what I had to say or he would just turn his attention to my daughter and not listen to me.,"No, I felt completely powerless. The doctor's dismissal stripped away my agency, leaving me angry and hopeless while my daughter felt deflated instead of heard."
6631dd70c1393b01137d8453_20260228_163013_69a31305,"I was informed that I had received a promotion at work, which meant I would be working my last week at the store I was currently at. I was trying to improve my standing in the organization with this promotion, and I needed positive reinforcement from my employees and peers. Overall, I felt positive about the promotion, but it was also bittersweet because I had grown close to a lot of the employees at my old location, and I will miss them. It was important to me to receive validation from my former employees that they enjoyed working with me and felt I did a good job.",relevance,0.0,0.16129032258064516,0.0,0.0967741935483871,0.871030330657959,True,The event happened at the beginning of last week as I was informed at the beginning of the week. It was important to me because I had been working hard to receive a promotion.,"It mattered immensely. This promotion was my final chance to prove my worth before leaving. Their validation confirmed my growth, yet their presence made the goodbye painfully bittersweet."
5a5a6ed7f6c517000195029e_20260301_174848_69a47840,"My horse suddenly developed lameness, and I was really worried about what he had done. I needed to know what was wrong with him and how to make it better. The situation left me feeling sad and scared. I just needed him to get better.",certainty,0.0,0.14634146341463417,0.0,0.0975609756097561,0.8717281818389893,True,"Yes, the vet arrived to see him and made a plan.","No, the lameness was far worse than I feared. I expected a minor stumble, not this sudden, painful limp that left me terrified for his future and my own helplessness."
5abbe13268b65b00018cf94b_20260227_172233_69a1d127,"I passed my final probation at work, which means I'm now an early career teacher and can move up the pay scale. This whole experience has left me feeling proud and relieved. It was really important to me to maintain my high standards throughout the probation period, and the pay rise is also a significant factor for me. Teaching is my passion, and I find immense joy in inspiring and educating my students. Being able to continue doing what I love while advancing in my career is incredibly fulfilling.",control,0.0,0.0975609756097561,0.0,0.0975609756097561,0.8655071258544922,True,"I did, however external observations made me doubt the outcome occasionally.","Yes, I felt in control. My dedication to high standards and my passion for teaching guided me through every challenge, ensuring I earned this well-deserved promotion and pay rise."
643ebfff661435ecda5a3580_20260228_190856_69a33952_c5,"A dear friend of mine had a terrible accident where she fell and broke her neck in two places, along with her tailbone, hip, and pelvis. She also has COPD, and the hospital overdosed her twice, making her oxygen levels very bad and hard to control. I've been following her situation closely and talking to her, but she's not out of the woods yet. I sent her a bear that says 'I f...... love you,' which is a good support for her neck and cheers her up. It's tough because I live in Michigan and she lives in Oklahoma, so I can't see her in person. I have COPD too, so I guess I'm more worried about the pain she's going through and the unstable oxygen levels she's experiencing, along with her lungs filling up. I just don't want her to be in pain.",control,0.0,0.14634146341463414,0.0,0.0975609756097561,0.8659741878509521,True,No. She is there and I am here. I couldn't control the situation. I know it isn't her time yet. It is a miracle from God that she is still here. It brings back the bad memories of when I had to help decide if the plug should get pulled on my BFF. That was agonizing.,"No, I felt powerless. Distance and her unstable oxygen levels made me helpless, fearing her pain while I could only send love from afar."
66597efb84cb793eeaa06ef8_20260226_200652_69a0a2d3,"Yesterday, my father was diagnosed with lymphatic cancer, and it was quite emotional for me. He had been suffering for six months, and it felt like things had come to an end with the diagnosis. I wanted to feel relief because we did not know what was wrong with him. I had a cocktail of emotions. Firstly, I was angry that the diagnosis took so long, then stressed that he now faces a long period of treatment, and tired because this has been mentally exhausting. It was important to me to talk to the consultant to determine his treatment programme.",certainty,0.0,0.16393442622950818,0.0,0.09836065573770492,0.8609651923179626,True,Yes they did to an extent as we had a diagnosis and a treatment plan. This was what I expected.,"No, the relief I craved vanished instantly. Instead, anger at the delay, crushing stress about the long treatment ahead, and exhaustion overwhelmed me. The uncertainty ended, only to be replaced by a heavy, exhausting reality I hadn't fully prepared for."
603b7527efab507a7a9208d0_20260301_135445_69a4435e,"Me and my husband had a massive argument that really upset me. I wanted to know that we are still a team, but the situation left me feeling neglected and hurt.",congruence,0.0,0.13114754098360656,0.0,0.09836065573770493,0.8739615082740784,True,"The situation hurt me because I felt like I had done something wrong. It was so out of the ordinary, and I couldn't understand why he was being cold and distant.","It hurt deeply, making me feel isolated and unloved. Yet, it forced us to confront our disconnect, perhaps paving a painful but necessary path toward rebuilding our team dynamic."
6631dd70c1393b01137d8453_20260228_163013_69a31305,"I was informed that I had received a promotion at work, which meant I would be working my last week at the store I was currently at. I was trying to improve my standing in the organization with this promotion, and I needed positive reinforcement from my employees and peers. Overall, I felt positive about the promotion, but it was also bittersweet because I had grown close to a lot of the employees at my old location, and I will miss them. It was important to me to receive validation from my former employees that they enjoyed working with me and felt I did a good job.",congruence,0.0,0.15,0.02564102564102564,0.09999999999999999,0.8569611310958862,True,It helped me financially as I will be making more money. My new store is closer to home so I will have less of a drive and it helped me achieve a goal. There’s much more pressure on performance and setting up a new store will be intense and require many hours at first.,"The promotion felt like a victory, yet leaving my team stings. Their validation meant everything, confirming my worth even as I prepare to move on."
5dceca2541afe801a32e27ac_20260223_201647_699cb17d,"I have a close personal friend who I've known for over 25 years, and she has a granddaughter with some mental issues. I've known the granddaughter her entire life. Recently, the granddaughter has been living with my friend for a few months while she looks for a job and a place of her own. At first, they were getting along well, but now there's a lot of tension between them, and my friend wants to talk to me about it constantly. No matter what I say or recommend, it doesn't seem to please her. I'm at a point where I really don't want to talk to my friend about this situation anymore, but I don't know how to tell her. I keep suggesting that she seek counseling for her granddaughter and encourage her to move out. I don't want to be disloyal, but my friend insists on leaving things the way they are. It's very important to me that the granddaughter gets help with her mental issues, and I also want my friend to not be constantly stressed out because she has health issues of her own.",relevance,0.0,0.1605839416058394,0.014814814814814812,0.10218978102189781,0.8511499762535095,True,"The granddaughter moved in about 6 months back and things were going well initially. Since then, she has started and lost about 3 jobs and now does not seem to be trying at all, which frustrates my friend and leads her to want to talk to me about it. Last week, they had a very serious argument, and I told her she should ask her granddaughter to leave. This situation matters to me because I care about both of them and want the granddaughter to get help with her mental issues, while also wanting my friend to not be constantly stressed out due to her own health issues.","It mattered immensely. Her stress threatens her health, and her granddaughter needs urgent help. I feel helpless, torn between loyalty and duty, knowing my advice falls on deaf ears."
