sample_id,situation,included,exclusion_reason,emotion_correct,emotion_label_f1,joint_labels_exact,positive_labels_exact,negative_labels_exact,positive_labels_f1,negative_labels_f1,appraisal_dimensions_evaluated,appraisal_coverage,appraisal_reasoning_bleu,appraisal_reasoning_rouge_1,appraisal_reasoning_rouge_2,appraisal_reasoning_rouge_l,appraisal_reasoning_bertscore,low_appraisal_score,gold_positive_labels,predicted_positive_labels,gold_negative_labels,predicted_negative_labels
5a5a6ed7f6c517000195029e_20260301_174848_69a47840,"My horse suddenly developed lameness, and I was really worried about what he had done. I needed to know what was wrong with him and how to make it better. The situation left me feeling sad and scared. I just needed him to get better.",True,,True,0.6666666666666666,False,False,False,0.0,0.8,5,1.0,0.0,0.1971330573178778,0.03620619855157213,0.16823166061160305,0.8806848764419556,True,[],"[""Sympathy, concern, compassion""]","[""Despair, hopelessness, sorrow"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]","[""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5a764e848fe2dc000105739c_20260301_143615_69a44b6b,"I met up with some old friends from my past at a beerex and spent the evening chatting about the past and what we are doing today. We all got something positive from the evening and decided we would like to repeat it the following year. I felt rather good because not only did we all enjoy ourselves, I felt particularly good knowing I contributed in the past to their being friends today. I also had my brother there and my best friend who also knew these people, and they also enjoyed the evening.",True,,True,0.6666666666666665,False,False,True,0.6666666666666665,1.0,5,1.0,0.0,0.1282975691722538,0.010256410256410256,0.10607534695003155,0.8679573893547058,True,"[""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Proud, confident, determined""]","[""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Love, closeness, trust"", ""Proud, confident, determined""]",[],[]
5a8367b9190420000155ec2a_20260301_201036_69a49ba2,"I was awarded a promotion that I had put a lot of effort into achieving. I had been unsure whether I would get the promotion, so I was trying to secure it by impressing my boss and senior management. When I finally got the promotion, it left me feeling shocked, surprised, proud, and grateful. It reassured me that I was capable of achieving something which I previously had doubts about.",True,,True,0.7272727272727272,False,False,False,0.888888888888889,0.0,5,1.0,0.0,0.26239120002264915,0.03692529763112092,0.1914295073749272,0.8748777389526368,True,"[""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Proud, confident, determined""]","[""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Proud, confident, determined""]","[""Worried, nervous, fearful""]","[""Confused, disoriented, surprised""]"
5a9dac22f053610001721635_20260308_165256_69ada61f,"I work with children who have Special Educational Needs and Disabilities (SEND), and this week was particularly draining because I was very tired due to lack of sleep. I was trying to get the kids to focus, but I was struggling myself because of how exhausted I felt. The whole situation was stressful, and I really wanted to leave work, but I knew they would be short-staffed if I did.",True,,False,0.0,False,True,False,1.0,0.0,5,1.0,0.0,0.15902680197762167,0.013559322033898305,0.13902680197762168,0.8777718186378479,True,[],[],"[""Ashamed, humiliated, embarrassed"", ""Sad, downhearted, unhappy""]","[""Angry, frustrated, annoyed"", ""Guilty, blameworthy, repentant"", ""Worried, nervous, fearful""]"
5aa04de4dbdb470001ef1dd5_20260220_224347_6998e1c7,"This week has been really tough for me. A close family member suddenly became seriously ill and was taken into the hospital, even though they were okay just a few days before. I was trying to get to them as quickly as I could, but I was working away from home, which made it difficult. Not being able to reach them as fast as I wanted left me feeling really upset. On top of that, it was important for me to get back to help their children during this time.",True,,False,0.33333333333333337,False,False,False,0.0,0.5,5,1.0,0.0,0.22124294509193523,0.019437340153452685,0.14762244852764383,0.8782952189445495,True,[],"[""Love, closeness, trust"", ""Sympathy, concern, compassion""]","[""Worried, nervous, fearful""]","[""Guilty, blameworthy, repentant"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5abbe13268b65b00018cf94b_20260227_172233_69a1d127,"I passed my final probation at work, which means I'm now an early career teacher and can move up the pay scale. This whole experience has left me feeling proud and relieved. It was really important to me to maintain my high standards throughout the probation period, and the pay rise is also a significant factor for me. Teaching is my passion, and I find immense joy in inspiring and educating my students. Being able to continue doing what I love while advancing in my career is incredibly fulfilling.",True,,True,0.6,False,False,True,0.6,1.0,5,1.0,0.0,0.21712945146509038,0.013846153846153847,0.17515981840699713,0.8833508253097534,True,"[""Calm, peaceful, relaxed"", ""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Inspiration, admiration, appreciation"", ""Proud, confident, determined""]","[""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Proud, confident, determined""]",[],[]
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,"My daughter was accepted back into high school this week after being homeschooled for approximately six months. We tried to get her into the school of her choice because she was missing the social aspect of friends and sports, and we finally received our offer this week. I was elated and nervous for her, with my emotions being up and down. It was definitely what she wants.",True,,False,0.5,False,False,True,0.3333333333333333,1.0,5,1.0,0.0,0.19670568066153807,0.01976470588235294,0.14539792409062358,0.8672366619110108,True,"[""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Proud, confident, determined""]","[""Excited, enthusiastic, elated"", ""Glad, happy, joyful""]","[""Worried, nervous, fearful""]","[""Worried, nervous, fearful""]"
5b9ca13a06114100010699b8_20260221_211806_699a1e71,"I went to the doctor with my daughter because she's struggling to eat a variety of food. I was hoping the doctor would give us some advice or refer us to a specialist for eating disorders, so we could get some expert help. Instead, the doctor told her she needed to try harder and said if she didn't, she wouldn't have a partner, have kids, or a job. Even after I expressed my concern that she might have an eating disorder, he dismissed it. I was very angry and felt hopeless. I also worried about my daughter and how it might have affected her listening to what the doctor said. I hoped that after going to the doctor, my daughter would feel as though she had been listened to and that there was hope for her to improve, but she was left feeling deflated.",True,,True,0.8333333333333334,False,False,False,0.0,0.9090909090909091,5,1.0,0.0,0.19117795083704175,0.03970079570433217,0.14676945529218258,0.879625427722931,True,[],"[""Sympathy, concern, compassion""]","[""Angry, frustrated, annoyed"", ""Confused, disoriented, surprised"", ""Despair, hopelessness, sorrow"", ""Lonely, isolated, disconnected from others"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]","[""Angry, frustrated, annoyed"", ""Confused, disoriented, surprised"", ""Despair, hopelessness, sorrow"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5be1fe1eca095c0001ba077a_20260224_194716_699dfd18,"My friend insisted that I go visit her, so I agreed and started walking to her place. It's quite far, about an hour's walk. When I was almost there, she texted me saying she was going to sleep and suggested we meet next time. I was very upset and walked back home. I didn't text her back because I was upset that she just changed her mind, knowing that I had been walking a long distance already. It left me feeling like she doesn't appreciate me or respect me. Now, I've got trust issues about my friend.",True,,False,0.4,False,True,False,1.0,0.4,5,1.0,0.0,0.21201736394263637,0.0272510435301133,0.15245640480720918,0.8757274746894836,True,[],[],"[""Confused, disoriented, surprised"", ""Sad, downhearted, unhappy""]","[""Angry, frustrated, annoyed"", ""Lonely, isolated, disconnected from others"", ""Sad, downhearted, unhappy""]"
5c3cb9759883d4000141f800_20260305_223557_69aa00fc,"I was informed that a work colleague had passed away suddenly. I had been speaking to him just the other week and he seemed very well. Initially, I was shocked when I found out. It made me think of all the times we’d spent working together, and I felt sad. I felt a mixture of great memories but also a reminder that we shouldn’t take anything for granted; life is precious. I also had thoughts of his family and how they must be affected by this news.",True,,False,0.4,False,False,False,0.0,0.5,5,1.0,0.0,0.1418819231955217,0.019901719901719902,0.10709931449986954,0.8754268169403077,True,[],"[""Sympathy, concern, compassion""]","[""Sad, downhearted, unhappy""]","[""Confused, disoriented, surprised"", ""Despair, hopelessness, sorrow"", ""Sad, downhearted, unhappy""]"
5c49a4c1c41b2a0001840033_20260306_152850_69aaf15c,"I went to a gig, and when a certain song was played, I got emotional because of the personal meaning it has for me. I was thinking of the person the song reminds me of, and this made me upset but also comforted. Overall, I felt very touched by it and always will. I was focused on myself and the singer.",True,,False,0.25,False,False,False,0.4,0.0,5,1.0,0.0,0.25360326114392445,0.06557971014492754,0.19906088141753747,0.8833559155464172,True,"[""Love, closeness, trust"", ""Sympathy, concern, compassion""]","[""Grateful, appreciative, thankful"", ""Inspiration, admiration, appreciation"", ""Love, closeness, trust""]",[],"[""Despair, hopelessness, sorrow"", ""Lonely, isolated, disconnected from others"", ""Sad, downhearted, unhappy""]"
5c5346b553fba80001bc9662_20260228_163011_69a315dd,My brother has had a bad reaction to his cancer treatment. This made me a little emotional at the time. I am not happy discussing family problems with third parties.,False,insufficient_appraisal_coverage,,,,,,,,4,0.8,,,,,,,,,,
5cfebb94eafc4d001a62cbc9_20260221_200507_699a0ef8,My young son fell and cut his head. I immediately wanted to provide first aid to make sure he was okay and check that it wasn't a serious injury. The situation left me feeling guilty and worried.,True,,True,0.6666666666666666,False,False,False,0.0,0.8,5,1.0,0.0,0.12679690770266044,0.01111111111111111,0.09364680199441522,0.8662846684455872,True,[],"[""Sympathy, concern, compassion""]","[""Guilty, blameworthy, repentant"", ""Panicked, alarmed, freaked out"", ""Worried, nervous, fearful""]","[""Guilty, blameworthy, repentant"", ""Worried, nervous, fearful""]"
5d3f460e0be98c001711d2a5_20260303_105318_69a6bb63,"I was overwhelmed with the workload at work, feeling undervalued and under-resourced. Expectations were high, and there was limited empathy from colleagues outside my department. I felt pressure to deliver when there was no time to complete tasks without feeling rushed and without consideration. I was trying to complete a series of tasks and provide documents to support a business-wide project involving multiple outside companies. It was hard for the project to run smoothly due to varying timescales and demands. My department was the only one without additional resources to support the project. Being part-time and solo, the demands within a three-week window, with no forward planning or sight of timelines, made it difficult to respond with clarity and time to think for each request to help with this and that and share this and that with third parties to help the project progress. I felt overwhelmed, rushed, not listened to, and that there was no consideration from others that what was being asked was too much to deliver in the timeframes they wanted. No one offered to help take some of the tasks or asked how they could help or considered their own demands and if they were reasonable with the time allowed.",True,,False,0.25,False,False,False,0.0,0.2857142857142857,5,1.0,0.0,0.1333157483888398,0.004166666666666667,0.10825642233283601,0.8573225021362305,True,"[""Proud, confident, determined""]",[],"[""Angry, frustrated, annoyed""]","[""Angry, frustrated, annoyed"", ""Confused, disoriented, surprised"", ""Lonely, isolated, disconnected from others"", ""Panicked, alarmed, freaked out"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5d72a0831c86730001c78fd4_20260227_170116_69a1cb8c,"I visited a town on holiday that reminded me of the holidays I had with my son when he was young. He sadly died in 2023 at the age of 28. I was visiting with my sister and thought it would be a nice drive over the moors. I hadn't expected to feel so emotional. I was trying to have a nice drive over the moors with my sister, but I felt quite sad, thinking about my son and how lovely he was on the holidays we spent there together. I was only wishing I could turn back time, but I realized that this feeling of longing and sadness is something I will carry with me, and nothing will change it.",True,,False,0.33333333333333337,False,False,False,0.0,0.5,5,1.0,0.0,0.25186829372625574,0.05430505139149281,0.19960503261140733,0.8687045216560364,True,[],"[""Grateful, appreciative, thankful"", ""Love, closeness, trust""]","[""Sad, downhearted, unhappy""]","[""Despair, hopelessness, sorrow"", ""Lonely, isolated, disconnected from others"", ""Sad, downhearted, unhappy""]"
5d8cef3c28e183001a335ab0_20260221_200716_699a0e28,"I had to go to an urgent care treatment centre because I felt very poorly and was worried about my health. I was having heart palpitations, and my GP was concerned. I felt very emotional because I was worried and felt so unwell, and I didn't know what was wrong with me. I just wanted to feel better. But after seeing the nurse at the treatment centre, I felt distressed and upset because it seemed like my health concerns were dismissed.",True,,False,0.5714285714285715,False,True,False,1.0,0.5714285714285715,5,1.0,0.0,0.25391307790968326,0.027925842976234915,0.19080432522761365,0.8866034507751465,True,[],[],"[""Angry, frustrated, annoyed"", ""Worried, nervous, fearful""]","[""Angry, frustrated, annoyed"", ""Confused, disoriented, surprised"", ""Panicked, alarmed, freaked out"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5d959fdf9cf6ab001982afee_20260228_192404_69a33d3d,"I went on a short family holiday to a really nice place in the country. It was a small village that was pretty, with a castle and nice pubs and restaurants. The trip went well, and it was good family time. We love to travel, so we were looking to achieve a few things: travel somewhere new, see some new places, and cover a new area of the country. We wanted to make some family memories and help our children learn and grow. I was aiming for a nice, good value holiday that was busy but overall relaxing. I felt fine overall after the trip and am keen to do more, go somewhere else, and spend similar time as a family again. It was a positive experience and it contributes to my family's overall life goals. Value is important to me, as I like to remain frugal. Food and drink are also important to us, but mainly, it's crucial that our children are fulfilled, meaning they get time to play, relax, and see something interesting.",True,,True,0.6666666666666665,False,False,True,0.6666666666666665,1.0,5,1.0,0.0,0.15796100729767815,0.007547169811320756,0.10932311202649125,0.8706133484840393,True,"[""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust""]","[""Calm, peaceful, relaxed"", ""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Love, closeness, trust"", ""Proud, confident, determined""]",[],[]
5d9b7c7efaa2860364b16476_20260226_151702_69a05fe9,"Last week, I lost my very close friend who had been suffering from a lot of diseases. After a few days, he reached the end of his life. I think life is nothing but a journey, and we need to be ready to say bye. This situation left me feeling like nothing is permanent.",True,,False,0.26666666666666666,False,False,False,0.22222222222222224,0.3333333333333333,5,1.0,0.0,0.18644932795308733,0.01993920972644377,0.15273050709140934,0.8811156988143921,True,"[""Amused, entertained"", ""Calm, peaceful, relaxed"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Proud, confident, determined""]","[""Grateful, appreciative, thankful"", ""Inspiration, admiration, appreciation"", ""Love, closeness, trust"", ""Sympathy, concern, compassion""]","[""Angry, frustrated, annoyed"", ""Ashamed, humiliated, embarrassed"", ""Despair, hopelessness, sorrow""]","[""Despair, hopelessness, sorrow"", ""Lonely, isolated, disconnected from others"", ""Sad, downhearted, unhappy""]"
5da767d89d0c290014c9851a_20260306_221255_69ab4bf8,"In the last week, I had to go into my new job before my formal employment date for a voluntary orientation and to bring in paperwork they needed for my onboarding. They told us in the email that most people go to these things, so I expected a large number of people to turn up. But when I arrived, only three of us had attended. I found the situation very overwhelming and nervous because the big boss was there giving us questions on a one-to-one basis, which I found hard since this is my first job in the specific field. In an ideal world, more people would be there so there was less attention on me and more of an opportunity to observe the role and learn as I go. The situation left me feeling very overwhelmed and anxious for my new job as I felt like I was in a worse situation than my peers who have more experience. It's my first office job and a real step up for me professionally.",True,,False,0.2222222222222222,False,False,False,0.0,0.2857142857142857,5,1.0,0.0,0.23061948715387848,0.023199851687059698,0.14842896363903432,0.8731641173362732,True,"[""Excited, enthusiastic, elated"", ""Hopeful, optimistic, encouraged""]",[],"[""Panicked, alarmed, freaked out""]","[""Ashamed, humiliated, embarrassed"", ""Confused, disoriented, surprised"", ""Guilty, blameworthy, repentant"", ""Lonely, isolated, disconnected from others"", ""Panicked, alarmed, freaked out"", ""Worried, nervous, fearful""]"
5dceca2541afe801a32e27ac_20260223_201647_699cb17d,"I have a close personal friend who I've known for over 25 years, and she has a granddaughter with some mental issues. I've known the granddaughter her entire life. Recently, the granddaughter has been living with my friend for a few months while she looks for a job and a place of her own. At first, they were getting along well, but now there's a lot of tension between them, and my friend wants to talk to me about it constantly. No matter what I say or recommend, it doesn't seem to please her. I'm at a point where I really don't want to talk to my friend about this situation anymore, but I don't know how to tell her. I keep suggesting that she seek counseling for her granddaughter and encourage her to move out. I don't want to be disloyal, but my friend insists on leaving things the way they are. It's very important to me that the granddaughter gets help with her mental issues, and I also want my friend to not be constantly stressed out because she has health issues of her own.",True,,True,0.6666666666666666,False,False,False,0.0,0.7499999999999999,5,1.0,0.0,0.25359606278738495,0.04390487819059248,0.1489753069973484,0.8749115705490113,True,[],"[""Sympathy, concern, compassion""]","[""Angry, frustrated, annoyed"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]","[""Angry, frustrated, annoyed"", ""Confused, disoriented, surprised"", ""Guilty, blameworthy, repentant"", ""Sad, downhearted, unhappy"", ""Worried, nervous, fearful""]"
5dd438b65a40f24302c09c2d_20260306_153102_69aaf04a,"I was estranged from my daughter, but now we're getting back together. This week, she asked me to help her with her health insurance plan. I felt really emotional that she reached out to me for help. I sell insurance, and while she was growing up, I don't think she realized how important health insurance is and how it helps people, mainly because her mother told her my job wasn't important and that all I do is drive around. Despite the years of being estranged, I feel blessed by the Grace of God for helping me through, along with expert therapists who had gone through this horrible experience themselves. I've learned to be a better listener because of the estrangement and discovered the importance of expressing my feelings rather than assuming my daughter knows how I feel about her.",True,,False,0.3333333333333333,False,False,False,0.4,0.0,5,1.0,0.0,0.16485134096404067,0.006779661016949152,0.11866940589493105,0.8587923407554626,True,"[""Excited, enthusiastic, elated"", ""Glad, happy, joyful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust"", ""Proud, confident, determined"", ""Sympathy, concern, compassion""]","[""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Inspiration, admiration, appreciation"", ""Love, closeness, trust""]",[],"[""Guilty, blameworthy, repentant"", ""Lonely, isolated, disconnected from others""]"
5dfb6c4d19232d899d182cda_20260219_230958_699794ef,"I was watching my great grandson drawing. I just wanted him to continue and not react to me watching him, allowing him to be his natural four-year-old self. The whole situation left me feeling warm, happy, and content. I was appreciating that he won't stay so young, innocent, and natural for long.",True,,True,0.7272727272727272,False,False,True,0.7272727272727272,1.0,5,1.0,0.017829219655748442,0.1585444499422728,0.045725089809037625,0.1409087910275441,0.8776086091995239,True,"[""Amused, entertained"", ""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Hopeful, optimistic, encouraged"", ""Love, closeness, trust""]","[""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Inspiration, admiration, appreciation"", ""Love, closeness, trust""]",[],[]
5e6ce118673e50000c303890_20260227_200304_69a1f5eb,"I went away for a few days with my family, and it was an emotionally positive experience. I wanted to escape from work and other commitments that have been emotionally draining. For those few days, I felt like there was nothing to worry about, just enjoy the moment. The clean, clear air and the area we were at was quiet and isolated. We were the only people for miles.",True,,True,0.8571428571428571,False,False,True,0.8571428571428571,1.0,5,1.0,0.0,0.23864913164104537,0.040098199672667756,0.14773039678700056,0.8757503986358642,True,"[""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Love, closeness, trust""]","[""Calm, peaceful, relaxed"", ""Glad, happy, joyful"", ""Grateful, appreciative, thankful"", ""Love, closeness, trust""]",[],[]
